Record;Event;Artist;Description;Date;Museum/Institution;Medium and support;Dimensions;Related images or documents;Author;Recipient/dedicatee;Title;Printer;Place;Reference copy-ies;Inscriptions;Link;Analytic tags;Private notes;
I-1746-VA-032C;1746 Valencia Flood;Unknown;City View during a Storm;1746;;Woodcut;;P-1746-VA-01EF / 1746 Valencia Flood / Noticia de una gran tempesta, que se origini en Valencia el día del corpus nueve de junio de 1746, entre seis, y siete de la tarde, al tiempo que la procesión iva en su mayor luzimiento, y estando la custodia del soberano sol de justicia en la plaza del Mercado. Como verá el curioso lector en el siguiente romance. Segundo romance, el qual declara más individualmente el daño que ocasionó la tempestad del día del corpus, en la ciudad de Valencia, en el año 1746 (This document is included in);Unknown;;Noticia de una gran tempesta, que se origini en Valencia el día del corpus nueve de junio de 1746, entre seis, y siete de la tarde, al tiempo que la procesión iva en su mayor luzimiento, y estando la custodia del soberano sol de justicia en la plaza del Mercado. Como verá el curioso lector en el siguiente romance. Segundo romance, el qual declara más individualmente el daño que ocasionó la tempestad del día del corpus, en la ciudad de Valencia, en el año 1746;Granja, Cosme;Valencia;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/1106(128-129);;https://bivaldi.gva.es/es/consulta/registro.do?id=5458;;;
I-1748-MO-032D;1748 Montesa Earthquake;Unknown;Crucifixion;1748;;Woodcut;;P-1748-MO-01F0 / 1748 Montesa Earthquake / Verdadera relación de los estragos, sustos, ruinas, y fúnebres sucessos, que se experimentaron en el día 23 de marzo del presente año de 1748, en la villa y Castillo de Nuestra Señora de Montesa, como también en la ciudad de San Felipe, y en diferentes partes de este Reyno de Valencia. Compuesta por la medrosa pluma de un afligido corazón (This document is included in);Unknown;;Verdadera relación de los estragos, sustos, ruinas, y fúnebres sucessos, que se experimentaron en el día 23 de marzo del presente año de 1748, en la villa y Castillo de Nuestra Señora de Montesa, como también en la ciudad de San Felipe, y en diferentes partes de este Reyno de Valencia. Compuesta por la medrosa pluma de un afligido corazón;Granja, Cosme;Valencia;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIIII/1687(15);;https://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1005572;;;
I-1748-MO-032E;1748 Montesa Earthquake;Unknown;Coat of Arms of the Archbishop of Lisbon;1748;;Woodcut;;P-1748-MO-01F1 / 1748 Montesa Earthquake / Relaçao do formidavel, e lastimoso terremoto succedido no reino de Valença no dia 23 de março deste presente anno de 1748, e dos horrorosos estragos, e lamentaveis ruinas, que tem padecido a Ciudade de Valença, e mais lugares circumvisinhos (This document is included in);Unknown;;Relaçao do formidavel, e lastimoso terremoto succedido no reino de Valença no dia 23 de março deste presente anno de 1748, e dos horrorosos estragos, e lamentaveis ruinas, que tem padecido a Ciudade de Valença, e mais lugares circumvisinhos;Ameno, Francisco Luis;Lisbon;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/1687(14);;https://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1005570;;;
I-1748-MO-032F;1748 Montesa Earthquake;Unknown;Divino Juez between Our Lady of Grace and St Bartholomew, with a procession in the background;1748;;Oil on canvas;220 x 140 cm;;;;;;;;;;;foto Milena;
I-1748-MO-0527;1748 Montesa Earthquake;Giner Grau, Joaquín;St Pedro Pascual de Valencia;1748;;Engraving;;;;;S.n PEDRO PASQUALE DE VAL.a OBISPO y MARTIR DEL R.l y M.O.n / de N.a S.a de la Merced Xede.a de Cauti.s nombrado Patron mayor de la muy / y siempre Ill.re Ciudad de Valencia co(n)tra el conflito de los terremotos / en 18 de Mayo de 1748. / El Ill.mo y R.mo S.r D.n Andres Mayoral concede 40 dias de Indulg.a à qualquiera Persona que rezare un Padre Nuestro, y un Ave Maria delante de esta Imagen;Unknown;Valencia;El Puig (Valencia), Archivo Histórico de la Provincia de Aragón ;;;;;
I-1751-EL-0330;1751 Elche Flood;Unknown;View of flooded City;1751;;Woodcut;;P-1751-EL-01F2 / 1751 Elche Flood / Lamentables tragedias que han ocasionado las lluvias passadas en la villa de Elche, y algunos lugares vecinos de Valencia, como se verá en el siguiente romance (This document is included in);Unknown;;Lamentables tragedias que han ocasionado las lluvias passadas en la villa de Elche, y algunos lugares vecinos de Valencia, como se verá en el siguiente romance;Conejos, Jerónimo (Widow of);Valencia;Madrid, Biblioteca Miquel Carreras Ro 1464 C8/9;;https://fboschcardellach.omeka.net/items/show/22;;;
I-1751-VA-0331;1751 Valencia Flood;Unknown;Emblem n. 90 from Diego de Savedra y Fajardo, Idea de un príncipe político cristiano representado en cien empresas, Milan 1642;1751;;Woodcut;;P-1751-VA-01F3 / 1751 Valencia Flood / Romance nuevo, en que se van explicando las ruynas, y lamentables sucessos, que han causado el río Turia, con otros ríos y ramblas, y las personas que se han ahogado en diferentes partes, sucedió en 3 de noviembre de este año de 1751 (This document is included in);Unknown;;Romance nuevo, en que se van explicando las ruynas, y lamentables sucessos, que han causado el río Turia, con otros ríos y ramblas, y las personas que se han ahogado en diferentes partes, sucedió en 3 de noviembre de este año de 1751;Granja, Cosme;Valencia;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/1106(18);;https://bivaldi.gva.es/es/catalogo_imagenes/grupo.do?path=1006212;;;
I-1751-VE-0332;1751 Vesuvius Eruption;"Morghen, Giovanni (drawing); Dell'Acerra, Domenico (Engraving)";"View of the Bay of Naples with the Vesuvius before and after the eruption; The crater of Vesuvius";1752;;Engraving;;;;;;;;;'Giouanni Morghen dis. e inu. Domenico dell'Acerra fe.', ;https://bipadiub.contentdm.oclc.org/digital/collection/cienterra/id/10638;;;
I-1752-CA-0333;1752 Cadiz Hurricane;Unknown;Sea storm;1752;;Woodcut;;"I-1746-LI-032A / 1746 Lima Earthquake / Crucifixion; Sea Storm (Same image as); P-1752-CA-01F4 / 1752 Cadiz Hurricane / Nueva, y trágica relación en un fúnebre romance, donde se da cuenta, y declara el lamentable fin, que han tenido diez y siete navíos estrangeros; y la infinidad de barcos, salvas, lanchas, y botes, que se han perdido en la bahía de Cádiz, en el espantoso huracán, que se padeció los días 15 y 16 de enero de este año de 1752, con lo demás que verá el curioso lector. Compuesto por un Ingenio de Medina-Sydonia (This document is included in)";Ingenio de Medina-Sidonia;;"Nueva, y trágica relación en un fúnebre romance, donde se da cuenta, y declara el lamentable fin, que han tenido diez y siete navíos estrangeros; y la infinidad de barcos, salvas, lanchas, y botes, que se han perdido en la bahía de Cádiz, en el espantoso huracán, que se padeció los días 15 y 16 de enero de este año de 1752, con lo demás que verá el curioso lector. Compuesto por un Ingenio de Medina-Sydonia";Martí, Mauro;Barcelona;Barcelona, Universitat de Barcelona, Biblioteca de Reserva C-239/4/11-7;;https://www.bidiso.es/CBDRS/upload/ejemplares/7047/digitalizado/201711171251__c-239_4_4_4_11-7.pdf;;;
I-1755-LI-02F5;1755 Lisbon Earthquake;Bouttats, Augustin ;The vision of St Filippo Neri;1755;;Engraving;;P-1755-LI-01A5 / 1755 Lisbon Earthquake / Prodigios obrados por el gran patriarca San Phelipe Neri en tiempo de terremotos, recogidos de diferentes relaciones auténticas para excitar a los fieles a acudir al patrocinio del santo en semejantes calamidades (This document is included in);Unknown;Unknown;Prodigios obrados por el gran patriarca San Phelipe Neri en tiempo de terremotos, recogidos de diferentes relaciones auténticas para excitar a los fieles a acudir al patrocinio del santo en semejantes calamidades;García Infanzón, Juan (Heirs of, widow of);Madrid;Madrid, Biblioteca Nacional de España R/34858(4);;;;foto Milena;
I-1755-LI-0334;1755 Lisbon Earthquake;Unknown;The Virgin and Child (Mare de Déu de Montserrat);1755;;Woodcut;;P-1755-LI-01F5 / 1755 Lisbon Earthquake / Relación de lo acaecido en la ciudad de Granada día primero de noviembre de 1755 con el terremoto que principió entre nueve y diez de la mañana y duró diez minutos (This document is included in);Unknown;Unknown;Relación de lo acaecido en la ciudad de Granada día primero de noviembre de 1755 con el terremoto que principió entre nueve y diez de la mañana y duró diez minutos;Campins, Pablo;Barcelona;Montserrat, Biblioteca de la Abadia F*126*8º*20;;;;;
I-1755-LI-0335;1755 Lisbon Earthquake;Unknown;The Virgin and Child (Nuestra Señora de Villaviciosa);1755;;Woodcut;;P-1755-LI-01F6 / 1755 Lisbon Earthquake / Descripción en octavas, del horroroso temblor de tierra, que acaeció en la ciudad de Sevilla, y otras partes día primero de Noviembre de 1755. Compuesta por un ingenio cordobés, quien la dedica a la milagrosíssima imagen de María Santíssima de Villa-Viciosa, que se venera en la santa iglesia cathedral de Córdoba (This document is included in);Unknown;The Virgin of Villa-Viciosa;Descripción en octavas, del horroroso temblor de tierra, que acaeció en la ciudad de Sevilla, y otras partes día primero de Noviembre de 1755. Compuesta por un ingenio cordobés, quien la dedica a la milagrosíssima imagen de María Santíssima de Villa-Viciosa, que se venera en la santa iglesia cathedral de Córdoba;López de Haro, Diego (Widow of);Seville;Madrid, Biblioteca Nacional de España VE/1449/8;;;;foto Milena;
I-1755-LI-0336;1755 Lisbon Earthquake;Unknown;Coat of Arms of the City of Seville;1755;;Woodcut;;P-1755-LI-01F7 / 1755 Lisbon Earthquake / Completa relación del assombroso terremoto, que ha padecido la ciudad de Sevilla en el día de todos santos, primero de noviembre de 1755, a las 10 de la mañana extragos que causó en templos, casas, y personas, con todo lo que se ha executado de ayunos, processiones, y practicado hasta el día 8 de dicho mes, con lo acaecido en la villa, y corte de Madrid de muertes, y estragos en dicho día. Tercera parte (This document is included in);Unknown;;Completa relación del assombroso terremoto, que ha padecido la ciudad de Sevilla en el día de todos santos, primero de noviembre de 1755, a las 10 de la mañana extragos que causó en templos, casas, y personas, con todo lo que se ha executado de ayunos, processiones, y practicado hasta el día 8 de dicho mes, con lo acaecido en la villa, y corte de Madrid de muertes, y estragos en dicho día. Tercera parte;Navarro y Armijo, José;Seville;Seville, Biblioteca Capitular y Colombina 25-3-14(2);;https://www.bidiso.es/CBDRS/upload/ejemplares/3440/digitalizado/201711171231__25-3-14---002.pdf;;;
I-1755-LI-0337;1755 Lisbon Earthquake;Unknown;St Anthony of Padua;1755;;Woodcut;;P-1755-LI-01F8 / 1755 Lisbon Earthquake / Nueva relación, en que se refieren los horrorosos estragos que ha causado en la ciudad de Lisboa, corte de Portugal, el terremoto del día primero de noviembre de ete año de 1755 con lo demás, que verá el curioso lector (This document is included in);Unknown;;Nueva relación, en que se refieren los horrorosos estragos que ha causado en la ciudad de Lisboa, corte de Portugal, el terremoto del día primero de noviembre de ete año de 1755 con lo demás, que verá el curioso lector;Padrino, José;Seville;Madrid, Biblioteca Nacional de España VE/529/80;;;;foto Milena;
I-1755-LI-0338;1755 Lisbon Earthquake;Unknown;The Virgin and Child (Virgen de los Reyes);1755;;Engraving;;P-1755-LI-01F9 / 1755 Lisbon Earthquake / Especial protección que debió Sevilla a la Virgen Sma. de los Reyes, y a el Sr. S. Fernando en el formidable terremoto que experimentó el primer día de noviembre de este año de 1755 (This document is included in);Unknown;;Especial protección que debió Sevilla a la Virgen Sma. de los Reyes, y a el Sr. S. Fernando en el formidable terremoto que experimentó el primer día de noviembre de este año de 1755;San Román y Codina, Diego de;Seville;Madrid, Biblioteca Nacional de España VE/313/14;'VR d NS D Los Reyes que se venera en su Capilla Real de Sevilla''PERME REGES REGNANT';;;foto Milena;
I-1755-LI-0339;1755 Lisbon Earthquake;Unknown;The Virgin and Child;1755;;Woodcut;;P-1755-LI-01FA / 1755 Lisbon Earthquake / Tercera parte en que se prosiguen las ruinas que han sucedido en la ciudad de Cádiz y en la de Xerez y en la villa de Conil y asimismo las rogativas con que pidiendo al cielo han procurado mitigar la justa Ira de Dios (This document is included in);Unknown;;Tercera parte en que se prosiguen las ruinas que han sucedido en la ciudad de Cádiz y en la de Xerez y en la villa de Conil y asimismo las rogativas con que pidiendo al cielo han procurado mitigar la justa Ira de Dios;Padrino, José;Seville;Seville, Biblioteca Capitular y Colombina 25-3-14(010);;https://www.bidiso.es/CBDRS/upload/ejemplares/5357/digitalizado/201711171240__25-3-14---010.pdf;;;
I-1755-LI-033A;1755 Lisbon Earthquake;Unknown;St Raphael the Archangel;1755;;Woodcut;in 4º format (high 19 cm);P-1755-LI-01FB / 1755 Lisbon Earthquake / Relación succinta de el terremoto acaecido en la ciudad de Córdova, y lugares circunvecinos, el día primero de noviembre de 1755 (This document is included in);Unknown;;Relación succinta de el terremoto acaecido en la ciudad de Córdova, y lugares circunvecinos, el día primero de noviembre de 1755;Campins, Pablo;Barcelona;Palma de Mallorca, Biblioteca Pública 12912(9);;https://bvpb.mcu.es/es/catalogo_imagenes/grupo.do?path=11140791;;;
I-1755-LI-033B;1755 Lisbon Earthquake;Unknown;St Raphael the Archangel;1755;;Woodcut;;P-1755-LI-01FD / 1755 Lisbon Earthquake / Segunda parte del nunca visto conflito, que ha experimentado la gran Ciudad de Córdoba con el terremoto del día primero de noviembre del corriente de 1755 el que arruinó muchos de sus edificios, y principalmente la torre de la cathedral. Se declara haber padecido el mismo estrago la villa de Hornachuelos, la de Peña Flor (en la que el convento franciscano quedó todo quarteado, y el altar mayor sin poder servir), la de Palma, y la de Posadas, donde haviendo cogido una pared a un niño, le dexó ileso. Con otras noticias, que verá el discreto, y curioso lector (This document is included in);Unknown;;Segunda parte del nunca visto conflito, que ha experimentado la gran Ciudad de Córdoba con el terremoto del día primero de noviembre del corriente de 1755 el que arruinó muchos de sus edificios, y principalmente la torre de la cathedral. Se declara haber padecido el mismo estrago la villa de Hornachuelos, la de Peña Flor (en la que el convento franciscano quedó todo quarteado, y el altar mayor sin poder servir), la de Palma, y la de Posadas, donde haviendo cogido una pared a un niño, le dexó ileso. Con otras noticias, que verá el discreto, y curioso lector;López de Haro, Diego (Widow of);Seville;Seville, Biblioteca de la Universidad de Sevilla A 055(a)/036(17);;https://archive.org/details/A055a03617;;;
I-1755-LI-033C;1755 Lisbon Earthquake;Unknown;Sections of the Earth to explain Seismic Activity;1756;;Engraving;;P-1755-LI-01FE / 1755 Lisbon Earthquake / Explicación phísico-mechánica de las causas del temblor de tierra, como constan de la doctrina del príncipe de los philósophos Aristóteles, dada por medio de la vena cava y sus leyes, cuyo auxilio quita el horror de sus abstractos (This document is included in);Cabrera, Miguel;;Explicación phísico-mechánica de las causas del temblor de tierra, como constan de la doctrina del príncipe de los philósophos Aristóteles, dada por medio de la vena cava y sus leyes, cuyo auxilio quita el horror de sus abstractos;San Román y Codina, Diego de;Seville;Seville, Biblioteca de la Universidad de Sevilla A 109/040(04);;https://archive.org/details/A10907306;;;
I-1755-LI-033D;1755 Lisbon Earthquake;Unknown;St Francis Borgia;1793;;Engraving;;P-1755-LI-01FF / 1755 Lisbon Earthquake / Relación de los patronatos que tiene San Francisco de Borja en varios reynos, y ciudades de la christiandad contra los terremotos, y beneficios que con dichos patronatos recibieron sus habitadores sacada de varios autores (This document is included in);Unknown;;Relación de los patronatos que tiene San Francisco de Borja en varios reynos, y ciudades de la christiandad contra los terremotos, y beneficios que con dichos patronatos recibieron sus habitadores sacada de varios autores;Frau, Ignacio;Mallorca;Barcelona, Biblioteca de Catalunya 15-IV-53/10;;https://books.google.es/books?id=oCHSE0rZm3MC&printsec=frontcover&dq=Relacion+de+los+patronatos+que+tiene+San+Francisco+de+Borja&hl=ca&sa=X&ved=2ahUKEwiarvmgzZnsAhXhAmMBHXXRCKkQ6AEwAHoECAEQAg;;;
I-1755-LI-033E;1755 Lisbon Earthquake;Unknown;Crucifixion;1755;;Woodcut;;P-1755-LI-0200 / 1755 Lisbon Earthquake / Ecos lamentables y angustiados sollozos, que exalan los comprimidos corazones de los habitantes de la ciudad de Cádiz, por la ruina ocasionada por el terremoto y desenfreno del mar, que se experimentó el día primero de noviembre de este presente año de 1755, con exacta relación de las desgracias sucedidas (This document is included in);Unknown;;Ecos lamentables y angustiados sollozos, que exalan los comprimidos corazones de los habitantes de la ciudad de Cádiz, por la ruina ocasionada por el terremoto y desenfreno del mar, que se experimentó el día primero de noviembre de este presente año de 1755, con exacta relación de las desgracias sucedidas;Rovira, José;Olot;Montserrat, Biblioteca de la Abadia F*29*8º*40;;;;;
I-1755-LI-033F;1755 Lisbon Earthquake;Maella Pérez, Mariano Salvador;Invocation to the Virgin of La Palma during the Cadiz Tsunami in 1755;1755;;Oil on canvas;;;;;;;;;;;;;
I-1755-LI-0340;1755 Lisbon Earthquake;Unknown;St Francis Borgia in adoration of the Blessed Sacrament;1756;;Engraving;;"I-1755-LI-0512 / 1755 Lisbon Earthquake / St Francis Borgia in adoration of the Blessed Sacrament (Very similar to); P-1755-LI-0991 / 1755 Lisbon Earthquake / Sermón panegyrico-histórico-moral, que en la primera fiesta que en la casa professa de la Compañía de Jesús celebró con su decorosa asistencia la muy noble y muy leal ciudad de Sevilla a Sr. San Francisco de Borja, como su protector contra los terremotos, en cumplimiento de lo acordado por dicha ciudad en 19 de noviembre del año passado de 1755, de ponerse a la protección de santo contra esta pública calamidad, celebrándole todos los años en uno de los días feriales de la Quaresma una sumptuosa fiesta por este respecto (This document is included in)";del Hierro, José;;Sermon panegyrico-historico-moral, que en la primera fiesta, que en la casa profesa de la Compañia de Jesus celebró … ciudad de Sevilla a Sr. San Francisco de Borja … predicó el dia 24 de marzo de este año de 1756 el Padre Joseph del Hierro de la Compañía de Jesus …;de Castilla, Jerónimo;Seville;Seville, Biblioteca de la Universidad de Sevilla A 113/096(7);;https://archive.org/details/A11309607/page/n54/mode/thumb;;;
I-1755-LI-0341;1755 Lisbon Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1756;;Woodcut;;P-1755-LI-0209 / 1755 Lisbon Earthquake / Nueva descripción de la admirable vida, hechos, sagrado culto, y gloriosos milagros del esclarecido mártyr de Jesús-Christo, San Emygdio, Obispo de Asculi en Italia, especial abogado contra la horrible plaga de los terremotos. Escrita por Don Miguel Ruiz de Saveedra (This document is included in);Ruiz de Saveedra, Miguel;;Nueva descripción de la admirable vida, hechos, sagrado culto, y gloriosos milagros del esclarecido mártyr de Jesús-Christo, San Emygdio, Obispo de Asculi en Italia, especial abogado contra la horrible plaga de los terremotos. Escrita por Don Miguel Ruiz de Saveedra;Ramírez, Gabriel;Madrid;Madrid, Biblioteca Nacional de España VE/313/37;;https://babel.hathitrust.org/cgi/pt?id=uc1.31822035065218&view=1up&seq=8;;;
I-1755-LI-0342;1755 Lisbon Earthquake;Unknown;St Emygdius;1778;;Woodcut;;P-1755-LI-020A / 1755 Lisbon Earthquake / Breve relación de la vida, y martyrio del glorioso San Emygdio, y de su poderosa intercesión contra los terremotos, y temblóres de tierra (This document is included in);Unknown;;Breve relación de la vida, y martyrio del glorioso San Emygdio, y de su poderosa intercesión contra los terremotos, y temblóres de tierra;Cea, Antonio de;Granada;Granada, Universidad de Granada, Biblioteca del Hospital Real C-001-023 (7);;https://digibug.ugr.es/handle/10481/9006;;;
I-1755-LI-0343;1755 Lisbon Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1761;;Woodcut;80 x 65 mm;;;;S. Emygdio, Bispo e Martyr;Mendes Lima, Francisco;Oporto;Lisbon, Biblioteca Nacional de Portugal R.S. 637;;https://purl.pt/35310;;;
I-1755-LI-0344;1755 Lisbon Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1756;;Engraving;;;Latre, Josep;;Oración panegyrico-moral a... S. Emigdio... en la fiesta que el Conv. de los Minimos de N. Sra. de la Victoria le dedicó;Fort, José;Zaragoza;Montserrat, Biblioteca de la Abadia F*89*8º*6;;https://books.google.es/books?id=kgYOPnvjQ9UC&dq=Oracion+panegyrico-moral,+al+glorioso+...+S.+Emigdio,+patron+especialissimo+contra+los+Terremotos&hl=ca&source=gbs_navlinks_s;;;
I-1755-LI-0345;1755 Lisbon Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1755;;Oil on canvas;52,5 x 40,5 cm;;;;;;;;;;;foto Milena;
I-1755-LI-0346;1755 Lisbon Earthquake;Ricarte, Hipólito;Saints Emygdius, Emerenciana and Francis Borja;1755;;Engraving;130 x 100 mm;;Unknown;;;;Valencia;Navarra, Biblioteca de la Universidad de Navarra EST 302.338;signed 'HRicarte sculp.t del. et sculp Val.';https://dadun.unav.edu/handle/10171/24567;;;
I-1755-LI-0347;1755 Lisbon Earthquake;Unknown;The Virgin and Child;1755;;Engraving;;;;;;;;;;;;Madrid, Biblioteca Nacional de España, R/34612(16)foto Milena;
I-1755-LI-0348;1755 Lisbon Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1756;;Engraving;;I-1755-LI-034F / 1755 Lisbon Earthquake / Breve noticia de la vida, y milagros del glorioso martyr San Emygdio obispo de Ascoli … y conmemoraciones a las Bienaventuradas Virgenes y Martyres, Santa Barbara, Santa Martina, Santa Eurosia, y Santa Irene, Abogadas muy especiales contra las Tempestades de truenos, rayos, y centellas. Juntamente con otra commemoracion al Señor San Andres Avelino, Abogado contra el Accidente de la Apoplexia. Se da a luz por un eclesiastico, devoto de dichos santos (Same image as);;;Oración que N. SSmo. Padre Benedicto XIV remitió à el católico rey de las Españas Don Fernando VI para refugio de terremotos, de S. Emygdio;Unknown;Murcia;Murcia, Archivo Municipal 10-C-12(7);;http://www.murcia.es/jspui/handle/10645/1421;;;
I-1755-LI-0349;1755 Lisbon Earthquake;San Román y Codina, Diego de;"The Virgin with Child (Virgen de la Sede); St Rita of Cascia; Saints Justa and Rufina";1756;;Engraving;;P-1755-LI-09B0 / 1755 Lisbon Earthquake / Motivos que fomentaron la ira de Dios, explicada en el espantoso terremoto de el sábado día primero de noviembre año de 1755, en la Santa Patriarchal Iglesia de Sevilla, y remedios para mitigarla: ofrecidos el sábado 28 de febrero de 1756, en la colocación de el Santíssimo Sacramento y María Santíssima de la Sede (This document is included in);Olazaval y Olayzola, Francisco José de;Sevilla Cathedral Cabildo;Motivos que fomentaron la ira de Dios, explicada en el espantoso terremoto de el sábado día primero de noviembre año de 1755, en la Santa Patriarchal Iglesia de Sevilla, y remedios para mitigarla: ofrecidos el sábado 28 de febrero de 1756, en la colocación de el Santíssimo Sacramento y María Santíssima de la Sede;Unknown;Seville;"Madrid, Biblioteca Nacional de España VC/11910/10; Seville, Biblioteca de la Universidad de Sevilla H HAZ/2643(1)";signed 'Diego de Sn. Roman i. Codina dt i sculp. Hispali';https://archive.org/details/HHAZ264301/page/n7/mode/2up;;;
I-1755-LI-034A;1755 Lisbon Earthquake;de San Román y Codina, Diego;St Emygdius and St Saint Thomas of Villanova Giving Alms;1755;;Engraving;;;Unknown;;Oración a S. Emigdio;San Román y Codina, Diego de;Seville;Madrid, Real Academia de Bellas Artes de San Fernando R-08622;'Renovada p.r Codina en Sevilla';;;foto Milena;
I-1755-LI-034B;1755 Lisbon Earthquake;Casanova, Francisco;St Emygdius and St Saint Thomas of Villanova Giving Alms;1756;;Engraving;420 x 270 mm;;Unknown;;Oración a S. Emigdio;;Cadiz;Private collection ;signed 'FRANCUS CASANOVA GRABÓ EN CÁDIZ, AÑO 1756';https://www.todocoleccion.net/arte-religioso/grabado-oracion-san-emigdio-ano-1756-siglo-xviii~x49686243;;;
I-1755-LI-034C;1755 Lisbon Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1755;;Plate in majolica ceramic;27,5 x 20,5 x 1,5 cm;;;;;;;;'EL SEÑOR TE BENDIGA ITE GVARDE + TE / MVESTRE SV ROSTRO I TENGA MISERICORDIA DE TI + BVEL / BA ATI SV SEMBLANTE ITE DE PAZ I SANIDAD + EL SEÑOR BENDIGA ESTA CASA + IA TODOS LOS HABITADORES / DEELLA ILOS LIBRE DEL IMPETV DEL TERREMOTO / EN EL NOMBRE DE JESVS. AMEN.';;;foto Milena;
I-1755-LI-034D;1755 Lisbon Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1755;;Engraving;134 x 117 mm;;;;San Emigdio Obispo y Martir;Unknown;;Madrid, Biblioteca Nacional de España INVENT/14287;San Emigdio Obispo y Martir Abogº contra Terremo.s Sacra S. Emigdis Benedictio / Benedicat tibi Dominus + et Custodiat te + Ostendat fastem suam tibi, et misereatur / tui + Convertat vultum suum ad te de tibi paem, et sanitatenem * Dominus benedi- / cat dormum hanc et omnes habil antesin ea ac liberet ab impetu Terreº in nom. et Virt. Iesu / INRI Chris. nobiscum slal S. Emygdio a pro nobis et defen.s ab imp.s Terre.s in nomine / Iesu Nazareni Amen;;;foto Milena;
I-1755-LI-034E;1755 Lisbon Earthquake;Unknown;St Emygdius;1791;;Engraving;;;;;;;;;;;;Seville, Biblioteca Capitular y Colombina, 36-5-35(5)foto Milena;
I-1755-LI-034F;1755 Lisbon Earthquake;Unknown;"St Emygdius; St Barbara";1756;;Engraving;;I-1755-LI-0348 / 1755 Lisbon Earthquake / Oración que N. SSmo. Padre Benedicto XIV remitió à el católico rey de las Españas Don Fernando VI para refugio de terremotos, de S. Emygdio (Same image as);;;Breve noticia de la vida, y milagros del glorioso martyr San Emygdio obispo de Ascoli … y conmemoraciones a las Bienaventuradas Virgenes y Martyres, Santa Barbara, Santa Martina, Santa Eurosia, y Santa Irene, Abogadas muy especiales contra las Tempestades de truenos, rayos, y centellas. Juntamente con otra commemoracion al Señor San Andres Avelino, Abogado contra el Accidente de la Apoplexia. Se da a luz por un eclesiastico, devoto de dichos santos;"Muñiz, Manuel; Santa Maria, Antonio";Murcia;Masamagrell (Valencia), Biblioteca Provincial Capuchinos V-MA-BPCV, 1/0-H-7(1);;;;foto Milena;
I-1755-LI-0350;1755 Lisbon Earthquake;Unknown;The Virgin of Rosario of Cadice;1755;;Etching, Engraving;386 x 230 mm;;;;Retrato de Maria SS. del Rosario de la Ciudad de Cadiz que se venera en Iglesa del orden de Predicad.s de ella de la misma suerte que fue puesta esta muralla que esta a espaldas de dho conv.to el dia del terremoto de tierra y mar, que a cometio en dha ciudadjo de nov.to de este año 1755 por euya intercess.n se vieron libres sus avitadores el Ill.mos S.en d. Fr. Thomas del Vale Opo de dha Ciudad concede 40 dias de indulg.e à todas las personas que rezaren un Ave Maria d'esta S.ra y otros 40 à la que truxieren su estampa q. delante;Remondini;;Bassano, Museo della Stampa Remondini Inc. Bass. 1260;;;;foto Milena;
I-1755-LI-0351;1755 Lisbon Earthquake;Unknown;The Virgin Mary;1755;;Woodcut;;;;;Oración de San Emigdio, Obispo y Mártir, abogado de los temblores de tierra;Colegio de Nuestra Señora de la Assumpción;Cordoba;Madrid, Biblioteca Nacional de España VC/11013/3;;;;foto Milena;
I-1755-LI-0512;1755 Lisbon Earthquake;G.B.;St Francis Borgia in adoration of the Blessed Sacrament;1780;;Engraving;;I-1755-LI-0340 / 1755 Lisbon Earthquake / Sermon panegyrico-historico-moral, que en la primera fiesta, que en la casa profesa de la Compañia de Jesus celebró … ciudad de Sevilla a Sr. San Francisco de Borja … predicó el dia 24 de marzo de este año de 1756 el Padre Joseph del Hierro de la Compañía de Jesus … (Very similar to);;;;;;;"'S. Francesco di Borgia, eletto Patrono, o Protettore da più Regni e Città nel flagello de' Terremoti'; 'G.B. f. a B'";;;foto Beatriz;
