Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1755-LI-079E;1755 Lisbon Earthquake;;;;Nuevo y curioso romance del estrago causado el día de Todos Santos en la Villa de Huelva. Declárase como reventó la mar y el río, pereciendo más de dos mil personas, arruinados los templos y las casas, y assistiendo los pocos vecinos que han quedado en chozas, dando noticia como cayendo en el Convento de la Victoria parte de su templo y altar mayor, entre sus ruinas se encontró el sagrario todo rompido, menos el segrado copon, que lo cubría milagrosamente un medio ladrillo, con otras particularidades. Año de 1755;Padrino, José;en la Imprenta de Joseph Padrino, Mercader de Libros, en calle de Génova;Seville;;;1755;Spanish;Verse;0000295B;Seville, Biblioteca de la Universidad de Sevilla A055/036 (19);;;;;
P-1755-LI-079F;1755 Lisbon Earthquake;de la Cruz, Francisco Ignacio;;;El desengaño a la presumptuosa ignorancia, que intenta persuadir efecto de los elementos los estragos del terremoto, distrayendo la compunción de los timoratos. Canto trágico;Gordejuela, Agustín;Herederos de Agustín de Gordejuela;Madrid;;;1755;Spanish;Verse;356;Lisbon, Biblioteca da Ajuda 55-v-17/4;;;;;
P-1755-LI-07A0;1755 Lisbon Earthquake;;;;Últimos avisos. Relación sobre el terremoto de el día de Todos Santos del presente año de 1755;Navarro y Armijo, José;En Sevilla, en la Imprenta de D. Joseph Navarro, en Calle Génova, donde se hallan este, y otros muchos de distintos Lugares;Seville;;;1755;Spanish;Verse;7178;Madrid, Biblioteca Nacional de España VE/1199/20;;;;;
P-1755-LI-07A1;1755 Lisbon Earthquake;;;;Trágica relación y verdadero lastimoso romance en que se declara y expecifica el impensado y formidable temblor de tierra que se experimentó entre diez y once de la mañana del día primero de noviembre del presente año de 1755 en la imperial y coronada villa de Madrid. Refiérese la commoción general que hizo en todos los templos, casas y edificios, los grandes estragos, ruinas, perdidas, heridas y muertes que ocasionó, junto con el temor, susto y sobresalto universal de los vecinos, hombres, mugeres, niños, ancianos y varias noticiosas individualidades;López de Haro, Diego;;Seville;;;1755;Spanish;Verse;;Seville, Biblioteca Capitular y Colombina 63-1-15 (7);;;;;
P-1755-LI-07A2;1755 Lisbon Earthquake;;;;Verdadera relación que después de referir los estragos causados el día de todos santos, da quenta de las lágrimas que lloró María Santísima del Rosario, venerada en la ciudad de Moguer, y del nuevo baile del terremoto que se ha introducido en esta ciudad, con poco respeto de la Magestad Divina, al aviso que nos ha dado. Se declara el caso especial que sucedió a una señora que habiendo ido a calle Francos por un abanico del temblor, y llegando a casa de un mercader a pedir dicho abanico, la respondió que sí tenía, y le sacó un crucifixo, diciendo: ¿es este el abanico que vmd quería? y la señora, con verguenza del hecho, cayó desmayada de la respuesta, y lo demás que verá el curioso lector;López de Haro, Diego;;Seville;;;1756;Spanish;Verse;;Salamanca, Biblioteca Universitaria 56873 (11);;;;;
P-1755-LI-07A5;1755 Lisbon Earthquake;;;;Nueva relación y curioso romance en que se declara el más lastimoso successo que ha sucedido en la ciudad de Cadiz donde se cuenta por extenso el grande estruendo y tragedias que han ocasionado el temblor de tierra y tormenta del mar, con muchas muertes repentinas, como lo verá el curioso lector. Sucedío en este presente año de 1755 el día 1 de noviembre;Padrino, José;En Sevilla, por Joseph Padrino, en calle de Génova;Seville;;;1755;Spanish;Verse;1563;"Seville, Biblioteca Capitular y Colombina 25-3-14 (8); Madrid, Biblioteca Nacional de España R/34612 (15)";;;;;
P-1755-LI-0987;1755 Lisbon Earthquake;;;;Afectos / reconocidos, que la sevillana devoción consagra reverente a la soberana / emperatriz del cielo, en el milagroso hermosíssimo simulachro, que con el / titulo del amparo se venera en la parochial de Santa Maria Magdalena, con el / fundado pensamiento de haver conseguido, que el Señor, mitigando su Justicia, / huviesse usado de su gran Misericordia, en el horroroso Terremoto del día / primero de Noviembre del año próximo passado de 1755 mediante el Patrocinio, e / intercessión, con que la Señora acreditó tan glorioso Título, exercitando su / Amparo desde aquel día, en que dio principio su annual novena. Sácalo a luz su / misma venerable hermandad quien lo dedica a la Señora en las siguientes décimas;;En la imprenta de los Recientes en calle de Génova;Seville;;;1756;Spanish;Verse;;Madrid, Biblioteca Nacional de España VE/360/9;;;;SENSORIALITÀ E MATERIALITÀ→Sensazioni uditive;Foto Beatriz
P-1755-LI-0988;1755 Lisbon Earthquake;Tomati, Juan Bautista;;;La más sagrada Judith defensora de su pueblo: sermón panegyrico moral, predicado en una de las solemníssimas Fiestas, que a María Santíssima del Valle, conducida desde su templo extramuros a la insigne parrochial mayor de Santa Cruz de la ciudad de Ézija el dia 25 de noviembre, se le consagró en acción de gracias, por la preservación de mayores estragos justamente temidos en el formidable terremoto, acaecido el día primero de noviembre de este presente año de 1755;"Serrano, Antonio; Rodríguez, Diego";En la calle de la Librería por Antonio Serrano y Diego Rodríguez, impressores del Santo Tribunal de la Inquisición y del Tribunal de la Santa Cruzada;Cordoba;;;1755;;;;Madrid, Biblioteca Nacional de España VC/277/10;http://bdh-rd.bne.es/viewer.vm?id=0000077051&page=1;;;;
P-1755-LI-0989;1755 Lisbon Earthquake;García Colorado y Toledano, Francisco;;;Voz de Dios oída en el terremoto acaecido el dia primero de noviembre de 1755, y demonstrada en la oración moral que la primera dominica de Adviento dixo en el templo de Señoras Descalzas Reales de esta Corte, el Doctor D. Francisco Garcia Colorado y Toledano, examinador synodal de los obispados de Jaén y Almería, prothonotario apostólico y colegial en el Real e Imperial de Santa Cathalina mártyr, Universidad de Granada;García, Francisco Javier;En la Imprenta y a costa de Francisco Xavier García, calle de los Capellanes, donde se hallará, y en la librería de Antonio el Castillo, calle del Correo y en su puesto grada de San Phelipe el Real;Madrid;;;1756;Spanish;Prose;;Madrid, Biblioteca Nacional de España VE/647/6;http://bdh-rd.bne.es/viewer.vm?id=0000126709&page=1;;;;
P-1755-LI-098A;1755 Lisbon Earthquake;;;;Voz de Dios, amago rigoroso de su justicia, y clemente demostración de su misericordia católicas, reflexiones importantes, sobre el violentíssimo y general temblor de tierra que se experimentó en toda la española península el día primero de noviembre del año próximo passado de mil setecientos cinquenta y cinco;;;Madrid;;;1755;Spanish;Verse;;Madrid, Biblioteca Nacional de España VE/529/36;;;;;
P-1755-LI-098B;1755 Lisbon Earthquake;Barco y Gasca, Antonio Jacobo del;;;Sermón moral que en el día de todos los Santos primero de noviembre de 1756, se predicó en la iglesia parroquial del Señor San Pedro de la villa de Huelva, reparada de los estragos que padeció en el espantoso terremoto del año antecedente, con la asistencia del clero de las dos parroquiales, del cabildo secular y de las tres comunidades de religiosos, que concurrieron a la solemne acción de gracias y renovación del voto de defender la concepción en gracia de María santíssima, juradas perpetuamente para dicho día;de Castilla, Jerónimo;En la imprenta del Dr. D. Geronymo de Castilla, Impressor mayor de dicha ciudad;Seville;;;1757;Spanish;Prose;;Madrid, Biblioteca Nacional de España MSS/18334, ff. 1r-26v;http://bdh-rd.bne.es/viewer.vm?id=0000135736&page=1;;;;
P-1755-LI-098C;1755 Lisbon Earthquake;Santiago, Antonio de;A la Excma. muy noble, muy leal y antigua ciudad de Cádiz, en su ilustre Ayuntamiento;Cadiz, city council;Presentación de el esposo a el patronato de la esposa: derecho de compañía del SS. patriarcha señor San Joseph a el patronato, que contra los terremotos tiene en esta ciudad Maria SS., Nuestra Reyna. Semón predicado en su gloria el día 21 de noviembre, día de la presentación, en la solemne fiesta que en acción de gracias y agradecido recuerdo a el beneficio experimentado el día 1 de Noviembre de 1755 consagró en la iglesia auxiliar de Ntra. Sra. del Rosario de esta ciudad el singular fervor de un insigne devoto del SS. Patriarcha y dirigió el esmero de D. Pedro Joseph Curado, presbytero, su afectíssimo esclavo;Gómez de Requena, Pedro;En la Imprenta de D. Pedro Gómez de Requena, su Impressor Mayor por S. Mag. en la Plaza Real;Cadiz;;;1757;Spanish;Prose;;Cadiz, Universidad de Cádiz, Biblioteca Histórica Fondo Antiguo, RC-XII (1-13);https://rodin.uca.es/handle/10498/7174;;;;
P-1755-LI-098D;1755 Lisbon Earthquake;Gómez de Barreda, Íñigo;;;Causa del terremoto y motivo de sus estragos: el justo enojo de Dios para con el hombre y el injusto olvido del hombre para con Dios. Sermon histórico-moral que predicó en la dominica tercera de Adviento del año 1755 Íñigo de Barreda;Ojeda y Salazar, Martín;En la imprenta de la fábrica de la Santa Iglesia, siendo administrador Martín de Ojeda y Salazar;Burgos;;;1756;Spanish;;;La Rioja, Abadía Benedictina de Valvanera FA/951(1);;;;;"Data from CCPB: http://catalogos.mecd.es/CCPB/cgi-ccpb/abnetopac?ACC=DOSEARCH&amp;xsqf99=CCPB000617352-7"
P-1755-LI-098E;1755 Lisbon Earthquake;Torrubia, Pedro Tomás;;;Sermón de acción de gracias y penitencia en el día de Todos Santos: anniversario de el terremoto que sucedió el año de 1755 a las diez de la mañana. Díxole en la parroquia de Santa María de la Almudena, en la primera fiesta que hizo la muy noble, muy leal, imperial y coronada villa de Madrid en el año de 1756 el Rmo. P.M. Pedro Thomás Torrubia, de la Compañía de Jesús, predicador imperial de esta corte;Ramírez, Gabriel;En la Oficina de D. Gabriel Ramírez, en la calle de Atocha frente de la Trinidad C...;Madrid;;;1757;Spanish;Prose;;Bilbao, Biblioteca Foral de Bizkaia RF-26;http://hdl.handle.net/20.500.11938/73552;;Partially damaged copy.;;
P-1755-LI-098F;1755 Lisbon Earthquake;Martín y Guzmán, José;;;Sermón moral: en que se hace annual memoria del terremoto experimentado en semejante día del año de 1755;Espinosa de los Monteros, Manuel;En la Imprenta Real de Marina (por S. M.), de D. Manuel Espinosa de los Monteros, en la calle de S. Francisco;Cadiz;;;1758;Spanish;Prose;;Seville, Biblioteca de la Universidad de Sevilla A 113/098(02);https://archive.org/details/A11309802/mode/2up;;;;Only partially digitized (licences), it lacks the sermon itself. Another copy available (but not digitized) at Real Academia Española, H-1758-15.
P-1755-LI-0990;1755 Lisbon Earthquake;Figueredo y Victoria, José de la;;;Carta pastoral exortatoria a penitencia, dirigida por el Ilssmo. Sr. Dr. D. Francisco Joseph de Figueredo, y Victoria, arzobispo de esta santa metropolitana iglesia. Al clero, a la ciudad de Guatemala y pueblo de su diócesi. Con ocasión del terremoto, que con espantosos estragos se experimentó en la ciudad de Lisboa, metrópoli de Portugal, en otras partes de Europa y costas de África, el día 1 de noviembre de el año próximo passado de 1755;Arévalo, Joaquín de;En la imprenta de Joachim de Arévalo, Impressor de los Tribunales Eclesiásticos;Guatemala;;;1757;Spanish;Prose;;Madrid, Biblioteca AECID 3GR-7797;https://bibliotecadigital.aecid.es/bibliodig/es/consulta/registro.do?id=739;;;;Another copy at John Carter Brown Library: https://repository.library.brown.edu/studio/item/bdr:577887/
P-1755-LI-0991;1755 Lisbon Earthquake;del Hierro, José;;;Sermón panegyrico-histórico-moral, que en la primera fiesta que en la casa professa de la Compañía de Jesús celebró con su decorosa asistencia la muy noble y muy leal ciudad de Sevilla a Sr. San Francisco de Borja, como su protector contra los terremotos, en cumplimiento de lo acordado por dicha ciudad en 19 de noviembre del año passado de 1755, de ponerse a la protección de santo contra esta pública calamidad, celebrándole todos los años en uno de los días feriales de la Quaresma una sumptuosa fiesta por este respecto;de Castilla, Jerónimo;En la Imprenta del Doctor Don Gerónymo de Castilla, Impressor mayor de esta ciudad;Seville;;;1756;Spanish;Prose;;Seville, Biblioteca de la Universidad de Sevilla A 113/096(7);https://archive.org/details/A11309607/page/n54/mode/thumb;I-1755-LI-0340 / 1755 Lisbon Earthquake / Sermon panegyrico-historico-moral, que en la primera fiesta, que en la casa profesa de la Compañia de Jesus celebró … ciudad de Sevilla a Sr. San Francisco de Borja … predicó el dia 24 de marzo de este año de 1756 el Padre Joseph del Hierro de la Compañía de Jesus … (This document includes);;;
P-1755-LI-0992;1755 Lisbon Earthquake;Bocanegra y Xibaja, Francisco Alejandro;;;Sermón gratulatorio, que en la solemne fiesta de la Congregación de Todos los Santos, annualmente celebrada por la insigne iglesia colegial de Baza, con assistencia de ambos cabildos, eclesiástico y secular, en agradecido recuerdo de aver preservado Dios a dicha Ciudad de el Terremoto acaecido en el año de 1755;;;Granada;;;1761;Spanish;Prose;;Santiago de Compostela, Universidade de Santiago de Compostela, Biblioteca Universitaria FOLL 231;http://hdl.handle.net/10347/9002;;;;
P-1755-LI-0993;1755 Lisbon Earthquake;Fata, José Ramón de;;;Sermón de la santíssima Reyna del Cielo, adorada en su aparecida imagen de Milagros, y felicíssimo nacimiento tutelar poderosa de la Ciudad y gran Puerto de Santa María, que en la solemne y devota función de acción de gracias, que consagraron a esta su amantíssima patrona los dos Ilustres Cabildos eclesiástico y secular el día 16 de noviembre del año passado de 1755 por el singular beneficio y preservación milagrosa que experimentó su este Puerto de tantas ruinas y desgracias que en muchas ciudades causó el grande Temblor de Tierra, padecido el día primero de dicho mes y año;Vicente Muñoz, Francisco;;Puerto de Santa María;;;1756;Spanish;Prose;;Seville, Biblioteca del Arzobispado 39-34(3);;;;;
P-1755-LI-0994;1755 Lisbon Earthquake;Doye y Pelarte, Marcelo Félix;;;Justa confianza de Sevilla en la futura quietud y feliz tranquilidad de su terreno con el nuevo culto y patrocinio del Sr. San Phelipe Neri. Sermón panegírico-moral, que en la solemne fiesta que votó el Ilustríssimo Hispalense Ayuntamiento, el día diez de diciembre del año pasado de 1755 consagrar anualmente al Sr. S. Phelipe Neri en su propio día y templo para assegurar en lo successivo a esta ciudad del formidable estrago de los terremotos;de Castilla, Jerónimo;En la Imprenta del Doctor Don Gerónymo de Castilla, Impressor Mayor de dicha ciudad;Seville;;;1756;Spanish;Prose;;Seville, Biblioteca de la Universidad de Sevilla A 113/127(05);https://archive.org/details/A11312705/mode/2up;I-1755-LI-0A00 / 1755 Lisbon Earthquake / St Filippo Neri (This document includes);;;
P-1755-LI-09A2;1755 Lisbon Earthquake;Olazaval y Olayzola, Francisco José de;;;Motivos de el terremoto, experimentado el sábado, día primero de noviembre del año de 1755, con respecto a la ira de Dios en la ciudad de Sevilla y remedios para su templanza. Ofrecidos el martes veinte y siete de abril de mil setecientos cinquenta y seis en la Parroquial del Señor San Julián, a el nobilíssimo Ayuntamiento de dicha ciudad, en la fiesta de acción de gracias que por una vez votó a María Ssma. de la Iniesta, su antigua protectora, patente el augusto sacramento, en concurrencia de el ilustríssimo cabildo eclesiástico, que asistió processionalmente a impulso de la devoción de dicho Ilustríssimo Senado;de Castilla, Jerónimo;En la Imprenta del Doctor D. Gerónymo de Castilla, Impressor mayor de dicha Ciudad;Seville;;;1756;Spanish;Prose;;Bilbao, Biblioteca Foral de Bizkaia R-3373 (4);http://hdl.handle.net/20.500.11938/77332;I-1755-LI-0A01 / 1755 Lisbon Earthquake / The Virgen de la Hiniesta of Sevilla  (This document includes);"License by Marcelo Félix Doye.&nbsp;";;
P-1755-LI-09A3;1755 Lisbon Earthquake;;;;Prodigios obrados por el gran patriarca San Phelipe Neri en tiempo de terremotos, recogidos de diferentes relaciones autenticas para excitar à los fieles à acudir al Patrocinio del Santo en semejantes calamidades;Serrano, Gonzalo;imprenta de Gonzalo Serrano por Francisco Villalón;Cordoba;;;1755;Spanish;Prose;;Madrid, Biblioteca Nacional de España 2/51986(3);;;;;
P-1755-LI-09A4;1755 Lisbon Earthquake;Barroeta y Ángel, Pedro Antonio de;;;Carta pastoral que escribe el illmo. S. D. D. Pedro Antonio Barroeta y Ángel, Arzobispo de los Reyes, direge al venerable clero, y amado pueblo de su diócessis con ocasión de las noticias, que se han participado de España del terremoto, que el día primero de noviembre de 1755, se experimentó con grandes estragos en la Europa, y otras partes, para que con la prompta penitencia aplaquen la divina justicia, que allá castiga, y acá nos amenaza;;En la plazuela de San Christóbal;Lima;;;1756;Spanish;Prose;;Providence, John Carter Brown Library Rare Books, BA756 .C361c;https://archive.org/details/cartapastoralque01cath;;Pastoral letter dated on September 20th, 1756.;;
P-1755-LI-09A7;1755 Lisbon Earthquake;;;;Patrocinio admirable del glorioso Patriarcha, y perfectíssimo modelo del estado eclesiástico San Phelipe Neri, segundo thaumaturgo, y especial avogado en tiempo de terremotos. Sácalo a luz pública la devoción de sus hijos, para excitar al Pueblo Sevillano acudan a su Patrocinio en semejantes calamidades;;Imprenta de los Recientes, en calle de Génova;Seville;;;1755;Spanish;Prose;;Madrid, Biblioteca Nacional de España VC/282/25(1);;;;;
P-1755-LI-09A9;1755 Lisbon Earthquake;Chacón, Luis Ignacio;;;Las gloriosas santas tutelares de Sevilla, Justa y Rufina, triumphantes de la impureza y de los vicios sus confederados en el terremoto experimentado el sabado día primero de noviembre, año 1755 : oración panegyrico-moral, que el día 12 de mayo de 1756;de Castilla, Jerónimo;;Seville;;;1756;Spanish;Prose;;Madrid, Real Academia Española H-1756-23;;;;;
P-1755-LI-09AF;1755 Lisbon Earthquake;Navia, José de;;;Gratulatorio obsequio: oración panegyrico-moral en la solemne accion de gracias que hizo el Ilmo. Sr. Deán, y Cabildo de la Iglesia Cathedral de la Ciudad de Ávila por haver sic libertado su Magestad a esta dicha Ciudad de los estragos del Terremoto que se experimentò dicho día el año passado de 1755;García Honorato, Eugenio;;Salamanca;;;1756;Spanish;Prose;;Madrid, Biblioteca de la Real Academia de la Historia 14/8773(7);;;;;
P-1755-LI-09B0;1755 Lisbon Earthquake;Olazaval y Olayzola, Francisco José de;A su Ilustríssimo Cabildo y Nobilíssima Ciudad, día en que se rezaba el oficio de la Concepción Inmaculada y renovaron el voto de defenderla estas dos comunidades.;Sevilla Cathedral Cabildo;Motivos que fomentaron la ira de Dios, explicada en el espantoso terremoto de el sábado día primero de noviembre año de 1755, en la Santa Patriarchal Iglesia de Sevilla, y remedios para mitigarla: ofrecidos el sábado 28 de febrero de 1756, en la colocación de el Santíssimo Sacramento y María Santíssima de la Sede;;En la Imprenta Mayor de dicha muy noble y muy leal ciudad y de la santa Iglesia Patriarchal;Seville;;;1756;Spanish;Prose;;"Madrid, Biblioteca Nacional de España VC/11910/10; Seville, Biblioteca de la Universidad de Sevilla H HAZ/2643(1)";"http://bdh-rd.bne.es/viewer.vm?id=0000121697&page=1; https://archive.org/details/HHAZ264301/page/n7/mode/2up";"I-1755-LI-0349 / 1755 Lisbon Earthquake / The Virgin with Child (Virgen de la Sede); St Rita of Cascia; Saints Justa and Rufina (This document includes)";;;
P-1755-LI-09B2;1755 Lisbon Earthquake;;;;Con motivo del terremoto... en el dia primero de noviembre del año... passado y siguientes... arruinando enteras populosas ciudades y poblaciones, tempos y edificios..., experimentaron también sus efectos estos... Reynos de la Corona de Castilla, pero con tal piedad..., que solo se vio en ellos el amago..., por cuya razón... nuestro... monarca... mandó que todos sus Consejos y Tribunales, por el término de nueve días, assistiessen a celebrar tan sagrado acto en las Reales Capillas de Nuestra Señora de Atocha y de San Isidro... Y como en la Diputación reside para tales casos la representación de estos Reynos... acordó... se consagrasse al mismo assumpto una fiesta a Nuestra Señora;;;Madrid;;;1755;Spanish;Prose;;Madrid, Biblioteca de la Real Academia de la Historia 1/3271(23);;;;;
P-1755-LI-09B3;1755 Lisbon Earthquake;;;;El indigno Capellan de la Virgen Santíssima de los Dolores expressa a la ... Señora su humilde reconocimiento al favor de haverle exhimido del formidable riesgo del terremoto de 1 de noviembre de este año de 1755;;;;;;1755;Spanish;Verse;;Madrid, Biblioteca de la Real Academia de la Historia 11/9392(683);;;;;
P-1755-LI-09B4;1755 Lisbon Earthquake;;;;Prevención espiritual para los temblores de tierra y otros accidentes repentinos que con ocasión del terremoto del año de 1701, se imprimió en la ciudad de Granada y en este presente año de 1755, se ha vuelto a reimprimir, y el ilustrísimo señor arzobispo actual de aquella ciudad, ha concedido ochenta días de indulgencia a todas las personas, que devotamente dixeren el acto de contrición;García, Francisco Javier;;Madrid;;;1755;;;;Madrid, Biblioteca de la Real Academia de la Historia 9/3420(16);;;;;
P-1755-LI-09BB;1755 Lisbon Earthquake;;;;Raguaglio del formidabile tremuoto che segui il di primo nouembre 1755. Con li danni, straggi, incendj, innondazioni, e morti occorsi nella citta di Lisbona. Cadice, e Siviglia;;;Modena;;;1755;Italian;;;Venice, Biblioteca Nazionale Marciana MISC 4190. 068;;;;;trovato su opac, andrebbero richieste le riproduzioni se ci interessa. Milena
P-1755-LI-09EC;1755 Lisbon Earthquake;;;;Relacion de lo acaecido en la ciudad de Granada el dia primero de Noviembre de 1755, con el terremoto que principió entre nueve y diez de la mañana, y durò diez minutos;Imprenta de la Biblioteca Mexicana;Reimpressa En La Imprenta De La Bibliotheca Mexicana, Enfrente De San Augustin;Mexico City;;;1756;Spanish;Prose;;Providence, John Carter Brown Library BB756 .R382d;https://americana.jcblibrary.org/search/object/jcbcap-991027436989706966/;;;;
P-1755-LI-09ED;1755 Lisbon Earthquake;;;;Relacion del terremoto acaecido en Huelva, y lugares circunvecinos el dia primero de este mes;Imprenta de la Biblioteca Mexicana;En La Imprenta Nueva De La Bibliotheca Mexicana, Enfrente De San Agustin, Donde Se Hallaràn Segun Sus Numeros Las Subsequentes;Mexico City;;;1756;Spanish;;;Providence, John Carter Brown Library BB756 .R382dt;https://americana.jcblibrary.org/search/object/jcbcap-991027437039706966/;;;;
P-1755-LI-0A3A;1755 Lisbon Earthquake;Picconi, Giacomo;;;Storia / dell’apparizione e de’ miracoli di Nostra Signora di Misericordia di Savona / divisa in tre libri;Tarigo, Bernardo;Presso Bernardo Tarigo in Canneto;Genoa;The text recalls the story of the musician Giacomo Veroli, miraculously saved by the Virgin during the Lisbon earthquake of 1755.;;1760;Italian;Prose;;Oxford, Bodleian Library 141 G 247;https://books.googleusercontent.com/books/content?req=AKW5QaeP_vjeXuQOaPP6SNiGHZ8fky_CuQN_HFILrEh2JGqn0XzAzLxlnxhWpVMRID9TwQ8ktQBoJNAAkGUHzul1YP8T3lsw1aPLbwSJe4B-1JxwgKgSc5f85kGdzZlAed6xfK1E6NONY68GFQVEmKTdIbgml1ad3YRROHWOJJMQOLr2yicnk8Be639u0ddDI52UCj5iB;;;TOPOI DELLA NARRAZIONE→Miracoli, prodigi, Interventi soprannaturali;
P-1755-QU-020C;1755 Quito Earthquake;;;;Razón de lo acaecido en la ciudad de San Francisco de Quito el día 29 de abril de 1755 hasta el dos de mayo inclusive;Padrino, José;Por Joseph Padrino en calle Génova;Seville;;;1755;Spanish;Prose;Null;Seville, Biblioteca de la Universidad de Sevilla A 055/036(24);https://www.bidiso.es/CBDRS/upload/ejemplares/5339/digitalizado/201711171240__25-3-14---034.pdf;;;;transcripción disponible en  http://www.grupo.us.es/ehandalucia/pdf/Razon_Ciudad_San_Francisco_de_Quito.pdf  (Milena)
P-1755-QU-05C0;1755 Quito Earthquake;;;;Mercurio histórico y político, en que contiene el estado presente de la Europa, lo que pasa en todas sus Cortes, los intereses de los Príncipes y todo lo más curioso que pertenece al mes de abrile de 1756 (tomo CXXXV);Marin, Antonio;En la imprenta de Antonio Marín;Madrid;;;1756;Spanish;Prose;;Madrid, Biblioteca Nacional de España REVMICRO/1523<1>;http://hemerotecadigital.bne.es/issue.vm?id=0012181692&search=&lang=es;P-1755-QU-05C1 / 1755 Quito Earthquake / Diario ordinario (n. 6055) (This document is translated in);;;
P-1755-QU-05C1;1755 Quito Earthquake;;;;Diario ordinario (n. 6055);;Nella Stamperia del Chracas;Rome;Correspondence from Madrid, 1756. 03. 16;Madrid;1756;Italian;Prose;;Rome, Biblioteca Casanatense PER est 358;https://casanatense.contentdm.oclc.org/digital/collection/chracas/id/5941/rec/1;P-1755-QU-05C0 / 1755 Quito Earthquake / Mercurio histórico y político, en que contiene el estado presente de la Europa, lo que pasa en todas sus Cortes, los intereses de los Príncipes y todo lo más curioso que pertenece al mes de abrile de 1756 (tomo CXXXV) (This document is a translation of);;;
P-1755-QU-09A6;1755 Quito Earthquake;Barroeta y Ángel, Pedro Antonio de;;;Carta pastoral, que con ocasión de la ruyna de la ciudad de Quito, participada a esta capital, escribe el Illmo. Señor Doctor D. Pedro Antonio de Barroeta y Ángel, arzobispo de los Reyes, a sus amadas ovejas, exhortándolas a que aplaquen la ira de Dios, que les amenaza, satisfagan con frutos dignos de penitencia la divina justicia y merezcan conseguir su misericordia;Cossío, Juan José;En la Plazuela de San Christóbal. Por Juan Joseph Cossio. ;Lima;;;1755;Spanish;Prose;;Providence, John Carter Brown Library Rare Books, BA755 .C361c;https://archive.org/details/cartapastoralque00cath/page/n1/mode/2up;;;;
P-1755-QU-0A10;1755 Quito Earthquake;Llano y Zapata, Joseph Eusebio;;Fernando VI;Respuesta dada al Rey Nro. Señor Don Fernando el Sexto, sobre una pregunta, que S.M. hizo a un mathemático, y experimentado en las tierras de Lima, sobre el terremoto, acaecido en el día primero de noviembre de 1755;López de Haro, Diego (widow of);En la Imprenta Real de la Viuda de D. Diego Lopez de Haro en la calle Génova;Seville;;;1755;Spanish;Prose;;Madrid, Biblioteca Nacional de España VE/1440/14;https://bdh-rd.bne.es/viewer.vm?id=0000168570&page=1;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
P-1761-SE-0212;1761 Seville Earthquake;;;;Nueva relación de el temblor de tierra, acaecido en la ciudad de Sevilla el día 31 de marzo de este presente año de 1761, el que comenzó a las doce, y media del día, y duró el espacio de quasi trece minutos, con el marabilloso efecto de no haver acaecido desgracia alguna en lo numeroso de su pueblo;Navarro y Armijo, José;En la Imprenta de D. Joseph Navarro y Armijo, en calle de Génova, baxo de N. Señora del Populo;Seville;;;1761;Spanish;Verse;Null;Madrid, Biblioteca Nacional de España VC/12593/5;http://bdh-rd.bne.es/viewer.vm?id=0000054209&page=1;I-1761-SE-0356 / 1761 Seville Earthquake / Coat of Arms of the City of Seville (This document includes);;;
P-1764-MA-07A4;1764 Málaga Storm;;;;Nuevo y discreto romance en que se refiere la ruina que ha causado la horrorosa tempestad en la ciudad de Málaga el día 25 de Septiembre de este presente año de 1764;;Con licencia en Madrid;Madrid;;;1764;Spanish;Verse;;Madrid, Biblioteca Nacional de España R/24571(17);;;;;
P-1767-CA-0A61;1767 Calabria Earthquake;;;;;;;;;;;;;;;;;;;
P-1767-VE-0A62;1767 Vesuvius Eruption;;;;Panegirici / e discorsi sacri;Stamperia Patria;Dalla Stamperia Patria;Vercelli;Miracle performed by the statue of San Gennaro during the eruption of Vesuvio in 1767;;1789;Italian;Prose;;Turin, Biblioteca Nazionale Universitaria A-X⁸;https://books.googleusercontent.com/books/content?req=AKW5QadgU3R5zgzmxcCQ28j78WwLrYavrF1T1unRtuItK5VLT1n3mzGidfjzx33NbfCbEQVwttkctEUsYtYGXgazIAG7eYjAEy3MCPCi24M7pJzEqLG_VaQYVdtqrGxz6lMQAOi3KZ856GPTbHjYdwV_fZQL6_X6hkT78IiBlzWASGSLpJbxJx6b8Wg8eh0py-ejCDu1-;;;COMUNITÀ/ EFFETTI SOCIALI→Rievocazione del disastro a distanza di tempo;
P-1770-SAN-001-05C3;1770 Santo Domingo Island Earthquake;;;;Gaceta de Madrid (n. 34);;En casa de Don Francisco Manuel de Mena, calle de las Carretas;Madrid;;Santo Domingo;1770;Spanish;Prose;;Madrid, Hemeroteca del Boletín Oficial del Estado ;https://www.boe.es/diario_gazeta/comun/pdf.php?p=1770/08/21/pdfs/GMD-1770-34.pdf;;"<i>Extracto de carta escrita en el Puerto del Príncipe , en la Isla de
Sto. Domingo , el 5 de Junio de 177</i>0";;
