Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1631-VE-00FB;1631 Vesuvius Eruption;Abati, Antonio;"All’Eminentiss. e Reuerendiss. Prencipe IL SIG. CARDINAL’ANTONIO BARBERINO; Al signor Cavalier Pier Francesco Paoli";"Barberini, Antonio; Paoli, Pier Francesco";Il Forno. Poesie del signor Antonio Abati, heroica, burlesca e latina sopra il Monte Vesuvio. Ode in lode del vino, e lettera del medesimo scritta al signor cavalier Pier Francesco Paoli, Roma, raccolte da me Andrea Paladino;Savio, Francesco;Per Francesco Savio. Si vendono alla libraria di Andrea Paladino.;Naples;;;1632;Italian;Verse;4044951;Rome, Biblioteca Nazionale Centrale MISC. Val.719.9;https://books.google.es/books?id=F-c8EAWpqHEC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;I-1631-VE-0290 / 1631 Vesuvius Eruption / Emblem (This document includes);;;Pdf MEGA
P-1631-VE-00FC;1631 Vesuvius Eruption;Addato, Nicola;;;Operetta spirituale sopra il grande prodigio operato dal glorioso S. Gennaro con averci liberato dall’orrendo incendio del Vesuvio, data alla luce da Nicola Addato;Troise;Presso Troise;Naples;;;1632;Italian;Prose;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*A 90(28);;I-1631-VE-0291 / 1631 Vesuvius Eruption / St Gennaro saving Naples from the Eruption of Vesuvio (This document includes);;;
P-1631-VE-00FD;1631 Vesuvius Eruption;Camerlenghi, Giovanni Battista;All'Illustriss. e Eccellentiss. Sig. Conte di Monterrey, Vicere luogotenente e Capitan Generale per S. M. Cattolica nel Regno di Napoli;De Zúñiga y Acevedo, Manuel (Count of Monterrey, Viceroy of Naples);Incendio di Vesuvio del Camerlenghi;;;Naples;;;1632;Italian;Verse;4011027;Munich, Bayerische Staatsbibliothek 4 Phys.sp. 209 r;https://reader.digitale-sammlungen.de/resolve/display/bsb10058698.html;"I-1631-VE-0292 / 1631 Vesuvius Eruption / Coat of Arms of the Viceroy the Duke of Monterrey and Allegorical figures; Portrait of the Viceroy the Duke of Monterrey (This document includes)";;;pdf MEGA
P-1631-VE-00FE;1631 Vesuvius Eruption;Lotti, Giovanni (Accademico Errante);;;L’incendio del Vesuvio in ottava rima, di Giovanni Lotti Academico Errante;Roncagliolo, Giovan Domenico;Per Gio. Domenico Roncagliolo;Naples;;;1632;Italian;Verse;4010881;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*A 90(10);;I-1631-VE-0293 / 1631 Vesuvius Eruption / Crucifixion (This document includes);;;aggiungere codice evento Calabria?
P-1631-VE-00FF;1631 Vesuvius Eruption;Recupito, Giulio Cesare;Emin.mo et Reverendiss.mo Dom. Meo Colendissimo D. Francisco S.R.E. Cardinali Barberino;Barberini, Francesco;De vesuviano incendio et de terraemotu Calabriae nuntius auctore I. Caesare Recupito neapolitano e Societate Iesu;de Rossi, Filippo;Ex typographia Philippi de Rubeis;Naples;;;1670;Latin;Prose;Null;Rome, Biblioteca Nazionale Centrale 6. 2.G.15;https://dlib.biblhertz.it/m2/?manifest=https://dlib.biblhertz.it/iiif/be40152321b/manifest2.json;I-1631-VE-0294 / 1631 Vesuvius Eruption / Emblem of the Jesuit Order (This document includes);;;
P-1631-VE-0100;1631 Vesuvius Eruption;Recupito, Giulio Cesare;Eminentissimo, ac Reverendissimo Domino Meo Colendissimo D. Francisco S.R.E. Cardinali Barberino;Barberini, Francesco;De vesuviano incendio nuntius. Auctore Iulio Caesare Recupito neapolitano e Societate Iesu;Longo, Egidio;Ex regia typographia Aegidij Longhi;Naples;;;1632;Latin;Prose;4012301;Zurich, ETH Library Rar 6061;https://www.e-rara.ch/zut/pbifriedlaender/content/zoom/7188201;I-1631-VE-0294 / 1631 Vesuvius Eruption / Emblem of the Jesuit Order (This document includes);;;l'ho trovato per caso su opac. va consultato e fotografato, ma intanto lo metto così non ci dimentichiamo
P-1631-VE-0101;1631 Vesuvius Eruption;Lorenzana, Francisco Antonio de (Grande Inquisitore);;;Breve compendio del lamentable inzendio del Monte de Soma. Compuesto por Francisco Grande de Lorenzana, natural de las nabas del marqués;Roncagliolo, Giovan Domenico;Por Iuan Dominco Ronzallolo : ad instanzia di Gio Orlandi alla Pieta;Naples;;;1632;Spanish;Verse;4011062;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.B. 017 (11);http://id.sbn.it/bid/NAPE014019;;;;Foto Schiano. da consultare. la scheda opac non segnala alcuna immagine.
P-1631-VE-0102;1631 Vesuvius Eruption;Orlandi, Giovanni;;;Aviso tercero en el qual se da cuenta de todos los sucessos, assí de fuegos como de espantosos terremotos, y estragos que ha hecho la montaña que está cerca de Nápoles, tres millas, llamada Soma y en otro tiempo Vesuvio, desde los años de 5179 de la creación del mundo a cinco días del mes de Febrero, cien años antes del nacimiento de Christo, que fue el primer incendio hasta el año de 1631 à 16 de Deziembre, dando razón por los años lo que ha sucedido. Va añadido a la fin un devoto remedio contra los terremotos, ordenado por Iuan Orlando napolitano;Liberós, Esteban;Por Esteban Liberós;Barcelona;;Naples;1632;Spanish;Prose;5020798;Barcelona, Universitat de Barcelona, Biblioteca de Reserva 07 C-249/5/9-62;https://www.bidiso.es/CBDRS/upload/ejemplares/5595/digitalizado/201711171242__c-249_4_5_4_9-62.pdf;I-1631-VE-0295 / 1631 Vesuvius Eruption / Coat of Arms with a Lion (This document includes);;;
P-1631-VE-0103;1631 Vesuvius Eruption;Marena, Tommaso Antonio;;;Brevissimum terraemotuum examen. In quo de eorum origine, de signis, de locis, de temporibus, de specibus, de duratione, & tempore, de remediis, de causis, atque effectibus accurate disseritur;Roncagliolo, Giovan Domenico;Per Domenico Roncagliolo;Naples;;;1632;Latin;Prose;4011075;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B64(4);;"I-1631-VE-0296 / 1631 Vesuvius Eruption / Emblem; Ascension of the Virgin (This document includes)";;;
P-1631-VE-0104;1631 Vesuvius Eruption;Varone, Salvatore;Serenissimo Principi Ferdinando Tertio Austriaco Hungariae, ac Bohemiae Regi Potentissimo;Ferdinand III of Habsburg (Archduke of Austria);Salvatoris varonis e societate Iesu vesuviani incendii historiae libri tres;Savio, Francesco;Typis Francisci Sauij Typographi Curiae Archiep.;Naples;;;1634;Latin;Prose;4013999;Florence, Biblioteca Nazionale Centrale MAGL. 14.5.51;https://books.google.it/books/download/Saluatoris_Varonis_e_Societate_Iesu_Vesu.pdf?id=rO7UuJ9DA1sC&hl=es&capid=AFLRE73lFamr0AbNp5_vDVBMUBpmLv9STa8uzeE71hWhiQlrkuHwpgu7kcSgvNequp75n2blgKHk9wRVMOXxam9WdYHHeGgyeQ&continue=https://books.google.it/books/downl;;;;
P-1631-VE-0105;1631 Vesuvius Eruption;;;;Descripción del monte Vesuvio i relación del incendio i terremotos que empezaron a 16. de diziembre 1631;;;;;;1632;Spanish;Prose;5000390;London, British Library 1471.k.18.;https://books.google.it/books?id=2LZkAAAAcAAJ&pg=PP5&dq=descripción+el+monte+vesuvio&hl=es&sa=X&ved=2ahUKEwjk9MWs1cr1AhWFQ_EDHeO6A_cQ6AF6BAgJEAI#v=onepage&q=descripción%20el%20monte%20vesuvio&f=false;;;;Altri esemplari (BNN, Società Napoletana Storia Patria) sono identici a quello digitalizzato in Google books
P-1631-VE-0106;1631 Vesuvius Eruption;;;;Relación del incendio de la montaña de Soma en el reyno de Nápoles;Parra, Andrés de;Por Andrés de Parra;Madrid;;;1632;Spanish;Prose;5035192;Rome, Biblioteca Nazionale Centrale 69.4-G.5.10;https://books.google.it/books?id=QaFokhTbRxAC&pg=PP10&dq=Relacion+del+incendio+de+la+montana+de+Soma+en+el+reyno+de+Napoles+andres+de+parra&hl=es&sa=X&ved=2ahUKEwj4wdfP1sr1AhVD-qQKHbeVCKgQ6AF6BAgLEAI#v=onepage&q=Relacion%20del%20incendio%20de%20la%20monta;;;;
P-1631-VE-0107;1631 Vesuvius Eruption;;;;Relación verdadera, en que se declara los temblores, y uracanes que ha avido en la montaña de Soma, cinco millas distante de la ciudad de Nápoles, y el daño qui recibieron los lugares circumvezinos, y las processiones, y rogativas que se hizieron;Perez, Íñigo;Por Íñigo Pérez;Calatayud;;;1632;Spanish;Prose;5035298;Madrid, Biblioteca Nacional de España BNE VE 60/55;;;;;Foto Schiano
P-1631-VE-0108;1631 Vesuvius Eruption;Cardoso, Fernando Isaac;Al Excelentísimo Señor Almirante de Castilla;Enríquez de Cabrera y Colonna, Juan Alfonso (Almirante de Castilla);Discurso sobre el monte Vesuvio, insigne por sus ruinas, famoso por la muerte de Plinio: del prodigioso incendio del año passado de 1631 i de sus causas naturales, i el origen verdadero de los terremotos, vientos, i tempestades;Martínez, Francisco;Por Francisco Martínez;Madrid;;;1632;Spanish;Prose;5027892;Paris, Bibliothèque Nationale de France R-3186;"https://gallica.bnf.fr/ark:/12148/bpt6k8411688.r=Discurso%20sobre%20el%20monte%20Vesuvio%2C%20insigne%20por%20sus%20ruinas?rk=21459;2";;;;
P-1631-VE-0109;1631 Vesuvius Eruption;;;;Relación de los socorros de gente y dinero con que el conde de Monterrey a asistido a differentes partes, para defenda de la monarchía, desde mayo 1631 hasta fines de 1636;;;Palermo;;;1636;Spanish;Prose;5035172;Rome, Biblioteca Casanatense Vol.Misc.1501/4;https://books.google.it/books?id=u7-y5lJaA98C&printsec=frontcover&dq=Relacion+de+los+socorros+de+gente,&hl=es&sa=X&redir_esc=y#v=onepage&q=Relacion%20de%20los%20socorros%20de%20gente%2C&f=false;;;;
P-1631-VE-0554;1631 Vesuvius Eruption;Briccio, Giovanni;;;De Vesuvio Monte, in Il pianto che fa la città de Napoli per i danni ricevuti dalla voragine di fuoco del Monte Vesuvio: addi 16. di Decembre l'Anno 1631;Robletti;In Roma, Nelli Letterati. Per il Robletti. 1632.;Rome;;;1632;Latin;Verse;;Naples, Biblioteca Nazionale Vittorio Emanuele III ;;;L'autore trascrive un noto epigramma di Marziale;TOPOI DELLA NARRAZIONE→Loci amoeni-horridi;
P-1631-VE-059C;1631 Vesuvius Eruption;Alois, Pietro;Ill. mo D. Cornelio Spinulae à Iacobo Pierio. D.;Spinola, Cornelio;"De lasciva Veneris statua Vesuviano incendio cinefacta; Epigrammatum Centuriae Sex";Cavallo, Camillo;Neapoli Typis Camilli Cavalli. 1646. Sumptibus Iacobi Pierii;Naples;;;1646;Latin;Verse;;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 39 B 53;;;l'epigramma si trova a pagina 447;MEMORIA / PASSATO E PRESENTE→Memoria mitica dell’evento;
P-1631-VE-066B;1631 Vesuvius Eruption;Capaccio, Giulio Cesare;;Acevedo y Zúñiga, Manuel de;Il forastiero. Dialogi di Giulio Cesare Capaccio Academico Otioso. Ne i quali, oltre a quel che si ragiona dell’origine di Napoli, governo antico ...;Roncagliolo, Giovan Domenico;;Naples;It is a voluminous work by the well-known erudite and poet Giulio Cesare Capaccio (1552-1634), in which, in the form of a dialogue, an ideal Neapolitan citizen illustrates to an ideal 'foreigner' the antiquities and beauties of the city. It was printed in 1630, but was not distributed until 1634 with an 86-page appendix Incendio del Vesuvio, on the 1631 eruption.;;1634;Italian;Prose;;Rome, Bibliotheca Hertziana E-NAP 10-2341 raro IV;https://dlib.biblhertz.it/m2/?manifest=https://dlib.biblhertz.it/iiif/enap102341/manifest2.json;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1631-VE-0675;1631 Vesuvius Eruption;Tutini, Camillo;;De Angelis, Francesco Antonio   (Eletto del popolo);Memorie della vita miracoli e culto di S. Gennaro martire vescovo di Benevento e principal protettore della città di Napoli ;Beltrano, Ottavio;;Naples;The work of the Neapolitan priest, erudite and politician Camillo Tutini (1594-1666) on the life, miracles and cult of St. Gennaro was triggered by the eruption of Vesuvio in 1631 (which is described in detail) and by the desire to illustrate the protection offered by the Saint to the city;;1633;Italian;Prose;;Rome, Bibliotheca Hertziana Hh 8546-4560 raro III;https://dlib.biblhertz.it/m2/?manifest=https://dlib.biblhertz.it/iiif/hh85464560/manifest2.json;;;RISPOSTE ISTITUZIONALI→Figure eroiche/Gesti salvifici;
P-1631-VE-072D;1631 Vesuvius Eruption;De Magistris, Pietro Angelo (Member of the Accademia degli Oziosi);Pietro Angelo De Magistris Galateo Academico Ocioso detto il Tranquillo Al Signor Gio: Francesco Porrata Spinola;Porrata Spinola, Giovan Francesco;Sonetto;Micheli, Pietro;;Lecce;;;1632;Italian;Verse;;;;P-1631-VE-006E / 1631 Vesuvius Eruption / Discorso sopra l’origine de’ fuochi gettati dal monte Vesevo, ceneri piovute, et altri simili successi e pronostico d’effetti maggiori. Di Gio. Francesco Porrata Spinola galateo, medico, filosofo e astrologo eccellentissimo, al signor Vincenzo Sirigatti, gentilhuomo fiorentino (This document is included in);;INTERPRETAZIONE→Astri e magia;
P-1631-VE-072E;1631 Vesuvius Eruption;San Pietro di Negro, Francesco;;Sirigatti, Vincenzo;Sonetto;;;;;;1632;Italian;Verse;;;;P-1631-VE-006E / 1631 Vesuvius Eruption / Discorso sopra l’origine de’ fuochi gettati dal monte Vesevo, ceneri piovute, et altri simili successi e pronostico d’effetti maggiori. Di Gio. Francesco Porrata Spinola galateo, medico, filosofo e astrologo eccellentissimo, al signor Vincenzo Sirigatti, gentilhuomo fiorentino (This document is included in);;INTERPRETAZIONE→Astri e magia;
P-1631-VE-072F;1631 Vesuvius Eruption;Alsario Della Croce, Vincenzo;"In Romana Sapientia Medicinæ Practicæ Professoris, olim Gregorij XV. Medici @ Cubicularij Secreti; nunc Urbani Papæ VIII. Cubicularij ab Honore";"Gregory XV (Pope); Urban VIII (Pope)";"Vesuvio ardens sive exercitatio medico-physica ad rigopyreton, idest, motum &amp; incendium Vesuvii montis in Campania 16 mensis decembris, anni MDCXXXI";Facciotti, Guglielmo;Roma, ex typographia Guglielmo Facciotti, MDCXXXII;Rome;;;1632;Latin;;;Naples, Biblioteca Nazionale Vittorio Emanuele III S.Q.XXX.B.72 (1-9;;;;INTERPRETAZIONE→Aristotelismo/tomismo;
P-1631-VE-0731;1631 Vesuvius Eruption;;;;Vesuviani Incendii Elogium;;;Naples;;;1632;Latin;;;Naples, Biblioteca Nazionale Vittorio Emanuele III S.Q.XXX.B.72 (1-9;;;;;Inserire i tag mancanti.
P-1631-VE-0732;1631 Vesuvius Eruption; Naudé, Gabriel ;;;Discours sur les divers incendies du Mont Vesuve et particulièrement sur le dernier qui commença le 16 décembre 1631;;;Paris;Naudè's Discours on Vesuvio is the publication of the correspondence with which the author informed one of his Parisian interlocutors about the event. The text does not offer original insights from a scientific point of view, but against the naturalistic background the author emphasises the need for caution in historical reporting, criticism of superstitions and clichés, fear of political upheaval and hints of irritation with religion.;;1632;French;Prose;;Paris, Bibliothèque Nationale de France RES P-S-8;;;;INTERPRETAZIONE→Aristotelismo/tomismo;
P-1631-VE-0733;1631 Vesuvius Eruption;Barbieri, Fabio;;;De prognostico cinerum, quos Vesuvio mons, dum conflagrabatur, eructavit. Ubi inter cetera quaeritur, an ob illos sit futura pestis in hoc Regno Neapolitano sicuti tempore Titi Imperatoris successit;Scoriggio, Lazzaro;Napoli, apud Lazzaro Scoriggio, 1632;Naples;;;1632;Latin;Prose;4011063;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.F. 019;https://access.bl.uk/item/viewer/ark:/81055/vdc_100026299074.0x000001#?c=0&m=0&s=0&cv=0&xywh=178%2C282%2C1009%2C596;I-1631-VE-0734 / 1631 Vesuvius Eruption / Vesuvio Smoking (This document includes);;;
P-1631-VE-0735;1631 Vesuvius Eruption;Oliva, Nicolò Maria;All’illustriss. signor abbate D. Flavio Ruffo;Ruffo, Flavio;La ristampata lettera con aggiunta di molte cose notabili, del signor Nicolò Maria Oliva scritta all’illustriss. signor abbate D. Flavio Ruffo, nella quale dà vera e minuta relatione delli segni, terremoti, incendii del monte Vessuvio, cominciando dalli 10 del mese di decembre 1631 per insino alli 16 di gennaro 1632;Scoriggio, Lazzaro;;Naples;;;1632;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III Naples, Biblioteca Nazionale Vittorio Emanuele III, XXIX* B 66(9);;I-1631-VE-026A / 1631 Vesuvius Eruption / Vesuvio Smoking (This document includes);;;
P-1631-VE-0738;1631 Vesuvius Eruption;Barbieri, Fabio;;;Manifestum eorum, quae omnino verificata fuerunt, iam antea ab ipso praedicta in prognostico cinerum quos mons vesevus emisit dum comburebatur;Savio, Francesco;Napoli, typis Francesco Savio, 1635;Naples;;;1635;Latin;Prose;4014286;London, British Library General Reference Collection DRT Digital Store 664.b.19.(2.);https://access.bl.uk/item/viewer/ark:/81055/vdc_100026285901.0x000001#?c=0&m=0&s=0&cv=0&xywh=-215%2C1119%2C2188%2C1292;;;;
P-1631-VE-0739;1631 Vesuvius Eruption;;;Louis XIII;'Du tremble-terre et incendie arrivé au Royaume de Naples' in Seconde partie du dix-septiesme tome du Mercure François, ou Suitte de l'Histoire de nostre temps, sous le Regne du Tres-Chrestien Roy de France et de Navarre Luys XIII;Richer, Etienne;A Paris, chez Estienne Richer, rue S. Iean de Latran à l'arbre verdoyant et au Palais sur le Perron Royal, M.DC.XXXIII;Paris;Report of a reformed observant of the Royal Convent of Naples on the terrible incident of December 1631.;;1633;French;Prose;;;http://mercurefrancois.ehess.fr/picture.php?/19624/category/105;;Report from p. 67 to p. 73.;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1631-VE-073A;1631 Vesuvius Eruption;;;Louis XIII;'Continuation de l'embrasement du Mont Vesuve et sa cessation' in Le dix-huictiesme tome du Mercure François, ou l'Histoire de nostre temps, sous le regne du tres-Chrestien Roy de France et de Navarre Louys XIII;Richer, Etienne;;Paris;;;1633;French;Prose;;;http://mercurefrancois.ehess.fr/picture.php?/21719/category/115;;Report from p. 478 to p. 480.;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
P-1631-VE-073B;1631 Vesuvius Eruption;Valle, Teodoro (Dominican);Et posta in luce dal Molto Illustre Signore Il Signor Pietro Paolo Benvenuti Priuernate;Benvenuti, Pietro Paolo;La regia, et antica Piperno città nobilissima di Volsci nel Latio, dove si tratta dell'origine, avvenimenti, et altra antichità di quella, et delle guerre che hebbero i privernati;Nucci, Matteo;Napoli, per Matteo Nucci, 1637;Naples;The author of the book dedicated to Piperno describes the destruction that the eruption of Vesuvio in 1631 accompanied by earthquakes, rains of ash, thunder and mud caused.;;1637;Italian;Prose;4001817;London, British Library General Reference Collection 174.b.6.(1.);https://www.google.it/books/edition/La_regia_et_antica_Piperno_citt%C3%A0_nobili/Fv5nQIiFjkUC?hl=it&gbpv=1&dq=valle+la+regia+et+antica+piperno&printsec=frontcover;;Description of the catatrophic event on pp. 282-292.;SENSORIALITÀ E MATERIALITÀ→Odori del disastro;
P-1631-VE-073C;1631 Vesuvius Eruption;Mormile, Giuseppe;;;L’incendii del monte Vesuvio, e delle straggi e rovine che ha fatto ne’ tempi antichi e moderni insino a 3 di marzo 1632. Di D. Gioseffo Mormile napolitano;Longo, Egidio;Per Egidio Longo;Naples;;;1632;Italian;Prose;;Paris, Bibliothèque Mazarine 8° 28644-2;;I-1631-VE-0528 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (This document includes);;;nell'altra edizione schedata l'immagine è diversa: P-1631-VE-007B
P-1631-VE-0863;1631 Vesuvius Eruption;Bergazzano, Giovan Battista;;;Il Vesuvio Fulminante;Savio, Francesco;Per Francesco Savio;Naples;;;1632;Italian;Verse;;Naples, Biblioteca Nazionale Vittorio Emanuele III ;;;;;
P-1631-VE-0867;1631 Vesuvius Eruption;Bergazzano, Giovan Battista;;;I prieghi di Partenope;Savio, Francesco;per Francesco Sauio : All'Insegna del Boue;Naples;;;1632;Italian;Verse;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1631-VE-086F;1631 Vesuvius Eruption;Recupito, Giulio Cesare;;Masio, Tomaso;Prediche panegiriche del p. Giulio Cesare Recupito Napolitano della Compagnia di Giesù. Tomo secondo;Dozza, Heredi del;per gli Heredi del Dozza;Bologna;The preacher recalls the help provided by San Gennaro on the occasion of fires, famines and wars. In particular, the eruption of 1631 is remembered. The audience is reproached because, despite the disasters, they have not renounced their sinful conduct.;;1646;Italian;Prose;;"Biblioteca Nazionale Centrale di Firenze †⁴A-2G⁴2H⁶; π⁴A-2B⁴2C⁶";https://books.googleusercontent.com/books/content?req=AKW5QafNxMv5A8QxnmoML1NuNf-6-H7XNgBIgK4YAVpvITtbrEu95WfE13hMXKunx495af87xglMCKlqma0tN34Pu5gqPkXR4XIYxio9mtPB8Mi_mW_xA8x0JNIdS5pxB5stc-oIbp3tLAM_wpXtHznMSyrcO79FioU_VSqt2SGuAoUMSbwwIvi0tXty1iseWuSz0jIO8;;;SENSORIALITÀ E MATERIALITÀ→Odori del disastro;
P-1631-VE-0878;1631 Vesuvius Eruption;Recupito, Giulio Cesare;"All'Illustriss. &amp; Eccellentiss. Signor mio Colendissimo il Signor D. Tiberio Carrafa prencipe di Bisignano";Carrafa, Tiberio;Industrie per fare una buona morte. Operetta del p. Giulio Cesare Recupito della Compagnia di Giesù;Cavallo, Camillo;Per Camillo Cavallo;Naples;The preacher enumerates the numerous occurrences in which men can die at any moment. Among these, he mentions recent disastrous events such as the eruption of Vesuvio and the earthquakes of Puglia and Calabria.;;1647;Italian;Prose;;Madrid, Biblioteca de la Universidad Complutense de Madrid BH FLL 2948;https://books.googleusercontent.com/books/content?req=AKW5QaejUUm1K1BKDk09D33hqrz38JMfYVHAxmLbR02-lH9q2qHz23ShxRfg3ZS-rTSurCcyMJLeLGF6XesczcnZinEpQcyiGB_b6oEh5mESIH26k0Xi6uP_vuczCXumWz1-4K3UQhQc7x4eO1wygV38mvIVLyojiQ8iZFi30ECAWiNlItXeZnoBfFKEUvIWMsJVlN31J;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
P-1631-VE-0879;1631 Vesuvius Eruption;Azzolini, Giovanni;All'Ill.mo, e Rev.mo Padre, e Padron Col.mo il Padre D. Bonaventura Piola Abbate del Monasterio dell'Ordine Cisterciense di Chiaravalle di Milano.;Piola, Bonaventura ;Paradossi rettorici dell’orationi sagre composte, e recitate / dal padre D. Giovanni Azzolini chierico regolare;Stampa Archiepiscopale;Nella Stampa Archiepiscopale. Ad instanza di Francesco Mognaga.;Milan;The preacher recalls the moment in which the blood of San Gennaro, contained in a fragile glass ampoule, was able to defeat the fury of Vesuvio.;;1650;Italian;Prose;;Lyon, Bibliothèque jésuite des Fontaines S 25/220;https://books.googleusercontent.com/books/content?req=AKW5QaeUwr8IyA3T6_gkmoBODSe6UVdFyCZQRY4XrYxb8sRokGFtd3c3nj-6isoHNkidpsZG0ZC2kgLCdeEs3cVf4-UJyvzxRLEc3RvEY4nqYvLHqrwvIhAV7s5NjJfTNaU2WTCOXnVaGfokbmLGwov28pagtKWgLMoVCUa011IMpFplf0Ud0gVpKYC4D7QZjmIV0kvWP;;;COMUNITÀ/ EFFETTI SOCIALI→Rievocazione del disastro a distanza di tempo;
P-1631-VE-089A;1631 Vesuvius Eruption;Pistacchi Castelli, Angelo;All'Illustr.mo e Reuer.mo Sig.re e Padrone Colendissimo / Monsignor D. Innico Caracciolo Cherico di Camera. ;Caracciolo, Innico;Dello stato tra le felicità misero dell'anime del Purgatorio. Sermoni composti da D. Angelo Pistacchi Castelli Cherico Regolare, Consultore del S. Officio nel Regno di Napoli. Sopra il Salmo Ottantesimo settimo, e vi si trattano non solo le questioni spettanti al Purgatoio, ma molte altre Teologiche, e scritturali, registrate nel Principio con Tavola Particolare. Parte Seconda.;Roncagliolo, Secondino;Nella Stampa di Roncagliolo. Per il Castaldo. ;Naples;The preacher reminds his audience how divine wrath for human sins has manifested itself many times in recent times in Italy in the form of natural disasters.;;1660;Italian;Prose;;Rome, Biblioteca Universitaria Alessandrina L f.77-79 f2;https://books.googleusercontent.com/books/content?req=AKW5QadaWKhB8LoQAWBBeQGcXXbcDcvdRP-FGlXY_oLRhF9U5lcxfXXm3hqD3PpbEbWpQNYMyI3tAR5xwa2fsSyd7zUuFxWbYTY78D_sECFp7F6STXAgjMM5sejFn8Frt4gZUwIpC3KkztjmLURne63STCTZ-BYqfpU3M6dwYjq_izlekIBhj5pXPYZW3knPAg_1CmPg9;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1631-VE-089B;1631 Vesuvius Eruption;Imperiale, Giovanni;All'Eminentiss.mo, e Reverendiss.mo Signor Cardinale Lorenzo Imperiale;Imperiale, Lorenzo;Le / notti beriche  overo de’ quesiti, e / discorsi Fisici, Medici, Politici, Historici, e Sacri libri cinque;Baglioni, Paolo;Presso Paolo Baglioni;Venice;The pages report natural disasters that have occurred in the Kingdom. In particular, we focus on the eruption of Naples in 1631, on the damage suffered by the city and on the saving intervention of San Gennaro.;;1663;Italian;Prose;;Wien, Osterreichische Nationalbibliothek 688772-C;https://books.googleusercontent.com/books/content?req=AKW5QadviZgCdcbCgg7f9JhGdEiBL-GaXM8M9j_rQAWMsDiSX8PeUuQhgRmZAvJJLLptfQSKJIgDezALsJrBLNjc2YFNOBP4G-WjoSGQuLFrMITpmmaVj_W3EcWnWVGA0uPjDvGL_SBuvgiA6rGV95dHAUo3VnriW8v-TmQz53dLQbPsGJY-0FgL2mJ3wRVDFpVCA1w0e;;;;
P-1631-VE-08A5;1631 Vesuvius Eruption;Verciulli, Francesco;;Barberini, Carlo;Prediche panegiriche del Padre Francesco Verciulli della Compagnia di Giesù;Tinassi, Nicolangelo;Per Nicolangelo Tinassi.;Rome;The preacher exhorts Naples not to trust the pleasant appearance of Vesuvio since it hides a monster ready to let off steam on the city. Luckily, Naples can count on the defense of San Gennaro who with his sweat and blood has already defeated Vesuvio on other occasions.;;1666;Italian;Prose;;;https://books.googleusercontent.com/books/content?req=AKW5Qaen9a7hGPr9xZo7SNxfOCgU2OolYEFa9wRAGsxbKZxKSGNqs5tjCu-d2uYq45SltLo2Oi9tirJPSD8oufUJzHHGdde709sF1pEuL4Tf-ZebVYTqbovpIAN9J5g8rWAozoPlNVzEw0AmkbTN7YHbeaG9YSFvOjhixHs2BCTTNaywPwI_qyScl1Cdnx0rEqcLTyNT1;;;COMUNITÀ/ EFFETTI SOCIALI→Rievocazione del disastro a distanza di tempo;
