Record;Event;Archive;Author/sender;Recipient;Date of writing;Start point;Date of receipt;End point;Summary;Language;Related images or documents;Other Events;Link;Analytic tags;Private notes
_M-1694-IB-066A_;_1694 Irpinia and Basilicata Earthquake_;_Archivum Romanum Societatis Iesu, Neap_76_I, ff. 306r – 309r_;_Unknown_;_González de Santalla, Tirso_;_1695_;_[Bitonto]_;__;_Rome_;_The document is the report of the 1695 Jesuit fathers' mission to Bitonto. After their mission in Bitonto, three Jesuits went to the dioceses of Bovino and Trevico to hear confessions and preach, but they faced difficulties in finding beds and accommodation in Trevico, devastated by the 1694 earthquake _;_Italian_;__;__;__;_TOPOI DELLA NARRAZIONE→Miracoli, prodigi, Interventi soprannaturali_;__
_M-1698-QU-04AB_;_1698 Quito Earthquake_;_Seville, Archivo General de Indias, Quito, 182_;_Consejo de Indias_;_Charles II_;_1707-11-02_;_Madrid_;__;__;_Discussion about the Quito archbishop's letter dated 19 March 1706 (letter included) in which the prelate requests permission for the definitive move of the Carmelite nuns of Latacunga to the new monastery built for them in Quito. The original monastery was distroyed in 1698 by an earthquake. It is said that in August 1700 the Council had learned of the earthquake from the letter of the Count of Monclova, viceroy of Peru. In this letter, the viceroy reported that all the churches and houses had been destroyed and so there were discussions about moving the cities of Riobamba and Ambato. The viceroy knew of this thanks to information from the president and oidores of the Royal Audiencia of Quito and from private individuals. Latacunga did not appear among the petitioners mentioned by the viceroy. For this reason, the Consejo de Indias decided to ask Latacunga for its opinion on the transfer of the Carmelite convent to Quito and also to the city of Quito, which already had a Carmelite convent._;_Spanish_;__;__;__;__;__
_M-1700-TA-0655_;_1700 Tarragona Fire_;_Barcelona, Archivo de la Corona de Aragón, Consejo de Aragón, Leg 230, nº 29_;__;__;__;__;__;__;__;__;__;__;__;__;__
_M-1703-CI-04AC_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 107, f. 98r_;_Governor of Abruzzo Ultra; fiscal agent of L'Aquila_;_Consiglio Collaterale_;_1703-01-22_;_L'Aquila_;__;_Naples_;_Information on the damages caused by the earthquake of January 14th_;_Italian_;__;__;__;__;__
_M-1703-CI-04AD_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 107, ff. 102r-v_;_Consiglio Collaterale_;_Fernández Pacheco, Juan Manuel_;_1703-01-26_;_Naples_;__;_Naples_;_Organization of procession for San Gennaro to appease the divine wrath manifested through floods and earthquakes_;_Italian_;__;__;__;__;__
_M-1703-CI-04AE_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 29r-29v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-01-27_;_Naples_;__;_Naples_;_Consulta (written advice) on the damages in L'Aquila and the nearby towns and villages_;_Italian_;__;__;__;__;__
_M-1703-CI-04AF_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 107, f. 116v_;_Governor of Abruzzo Ultra_;_Consiglio Collaterale_;_1703-02-07_;_L'Aquila_;__;_Naples_;_Letter on the replication of the earthquake on 2nd february_;_Italian_;__;__;__;__;__
_M-1703-CI-04B0_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 107, f. 118v - 119r_;_Fernández Pacheco, Juan Manuel_;_Consiglio Collaterale_;_1703-02-08_;_Naples_;__;_Naples_;_Consulta (written advice) on the necessary measures in L'Aquila and appointment of the Marquis della Rocca as vicar general_;_Italian_;__;__;__;__;__
_M-1703-CI-04B1_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 110, f. 58_;_Università dell'Aquila_;_Consiglio Collaterale_;_1703-02-18_;_L'Aquila_;__;_Naples_;_Request to remove the body of his bishop from Rieti_;_Italian_;__;__;__;__;__
_M-1703-CI-04B2_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 37v-38r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-02-27_;_Naples_;__;_Naples_;_Consulta (written advice) on the help to be given to L'Aquila_;_Italian_;__;__;__;__;__
_M-1703-CI-04B3_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 41r-41v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-03-03_;_Naples_;__;_Naples_;_Consulta (written advice) on the help to be given to L'Aquila_;_Italian_;__;__;__;__;__
_M-1703-CI-04B4_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 110, f. 77_;_Consiglio Collaterale_;__;_1703-03-05_;_Naples_;__;_Naples_;_Discussion about the necessity of extend the fiscal suspension to other communities_;_Italian_;__;__;__;__;__
_M-1703-CI-04B5_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, vol. 95, ff. 40r-40v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-03-20_;_Naples_;__;_Naples_;_Consulta (written advice) on the need to repair the towers of S. Vito and Sangro_;_Italian_;__;__;__;__;__
_M-1703-CI-04B6_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 49r-49v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-03-24_;_Naples_;__;_Naples_;_Consulta (written advice) on what has been presented by the tesoriero_;_Italian_;__;__;__;__;__
_M-1703-CI-04B7_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, vol. 95, ff. 44r-44v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-03-25_;_Naples_;__;_Naples_;_Consulta (written advice) on the help given by soldiers in Abruzzo_;_Italian_;__;__;__;__;__
_M-1703-CI-04B8_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 51v-52r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-03-29_;_Naples_;__;_Naples_;_Consulta (written advice) on damages in Teramo_;_Italian_;__;__;__;__;__
_M-1703-CI-04B9_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 56v-57r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-04-27_;_Naples_;__;_Naples_;_Consulta (written advice) on what has been reported by the tesoriere liutenent against the duke of Bruzzano_;_Italian_;__;__;__;__;__
_M-1703-CI-04BA_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, f. 62_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-05-31_;_Naples_;__;_Naples_;_Consulta (written advice) on the report of the fiscal agent of the Doganella d'Abruzzo_;_Italian_;__;__;__;__;__
_M-1703-CI-04BB_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, f. 65v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-06-19_;_Naples_;__;_Naples_;_Consulta (written advice) on the provision of treasurer to pay the actuaries_;_Italian_;__;__;__;__;__
_M-1703-CI-04BC_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, f. 66_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-06-21_;_Naples_;__;_Naples_;_Consulta (written advice) on Caserta_;_Italian_;__;__;__;__;__
_M-1703-CI-04BD_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 66v-67r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-06-21_;_Naples_;__;_Naples_;_Consulta (written advice) on the appointment and instruction to be given to the Marquis Della Rocca_;_Italian_;__;__;__;__;__
_M-1703-CI-04BE_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 69r-69v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-06-26_;_Naples_;__;_Naples_;_Consulta (written advice) on what is due by the duke of Atri's villages_;_Italian_;__;__;__;__;__
_M-1703-CI-04BF_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 78v-79r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-08-06_;_Naples_;__;_Naples_;_Consulta (written advice) on buying of gunpowder_;_Italian_;__;__;__;__;__
_M-1703-CI-04C0_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 110, f. 103_;_Consiglio Collaterale_;_Camera della Sommaria_;_1703-08-09_;_Naples_;__;_Naples_;_Request for a report on the tax suspension for L'Aquila_;_Italian_;__;__;__;__;__
_M-1703-CI-04C1_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 81v-82r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-08-21_;_Naples_;__;_Naples_;_Consulta (written advice) on soldiers heading to Pescara_;_Italian_;__;__;__;__;__
_M-1703-CI-04C2_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 94v-95r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-09-13_;_Naples_;__;_Naples_;_Consulta (written advice) on expenses needed in Chieti_;_Italian_;__;__;__;__;__
_M-1703-CI-04C3_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 94v-95r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-09-13_;_Naples_;__;_Naples_;_Consulta (written advice) on the nomination of three people of the tesoreria of L'Aquila_;_Italian_;__;__;__;__;__
_M-1703-CI-04C4_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 97-97v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-09-13_;_Naples_;__;_Naples_;_Consulta (written advice) on the payment of mariners from Chieti_;_Italian_;__;__;__;__;__
_M-1703-CI-04C5_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 121r-121v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-10-16_;_Naples_;__;_Naples_;_Consulta (written advice) on a supply of 250 beds for soldiers in Pescara_;_Italian_;__;__;__;__;__
_M-1703-CI-04C6_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, f. 129_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-10-30_;_Naples_;__;_Naples_;_Information about the damages in Paganica_;_Italian_;__;__;__;__;__
_M-1703-CI-04C7_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, f. 133v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-11-14_;_Naples_;__;_Naples_;_Consulta (written advice) on salary for the ambassador in Rome_;_Italian_;__;__;__;__;__
_M-1703-CI-04C8_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, 138v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-11-22_;_Naples_;__;_Naples_;_Consulta (written advice) on beds for soldiers in the L'Aquila castle_;_Italian_;__;__;__;__;__
_M-1703-CI-04C9_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 148r-148v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1703-12-10_;_Naples_;__;_Naples_;_Consulta (written advice) on expenses needed by Chieti and its soldiers_;_Italian_;__;__;__;__;__
_M-1703-CI-04CA_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, ff. 178v-179r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1704-02-09_;_Naples_;__;_Naples_;_Consulta (written advice) on the damages_;_Italian_;__;__;__;__;__
_M-1703-CI-04CB_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, f. 205r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1704-02-10_;_Naples_;__;_Naples_;_Consulta (written advice) on what is needed for Abruzzo's soldiers_;_Italian_;__;__;__;__;__
_M-1703-CI-04CC_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 96, ff. 51r-51v_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1704-02-29_;_Naples_;__;_Naples_;_The towns and villages of L'Aquila region ask for fiscal suspension_;_Italian_;__;__;__;__;__
_M-1703-CI-04CD_;_1703 Central Italy Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, 95, f. 193r_;_Camera della Sommaria_;_Fernández Pacheco, Juan Manuel_;_1704-03-13_;_Naples_;__;_Naples_;_Consulta (written advice) on the residence of the tesoriero_;_Italian_;__;__;__;__;__
_M-1703-CI-04CE_;_1703 Central Italy Earthquake_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manuscripts, _;_Unknown_;__;_1703-01-14_;_Naples_;__;__;_In his handwritten journal (printed in Archivio Storico per le Province Napoletane 1885 under the title Diario Napolitano dal 1700 al 1709, ed. G. De Blasiis) the anonymous Author notes that a quake was felt in Naples, spreading fear among the populace. Yet the Author is aware that in L'Aquila and its surroundings some damages have occurred_;_Italian_;__;__;_http://www.storiapatrianapoli.it/it/156/edizione-digitale/show/589/archivio-storico-per-le-province-napoletane_;__;_[fasc. 2, p. 228] «in questa città è stato terramoto ad un’ora e mezzo di notte, giorno di Domenica, con grande terrore di questo Popolo senza pericolarne nullo; però in diverse parti del regno ha fatto gran danno, e fra l’altro nella città dell’Aquila onde la Città per tale effetto ha fatto fare processione al vicario Capitolare al Carmine in ringraziamento della gratia ricevuta, per le strade cantano litanie sino a detta chiesa del Carmine.»_
_M-1703-CI-04CF_;_1703 Central Italy Earthquake_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manuscripts, _;_Unknown_;__;_1703-02-02_;_Naples_;__;__;_In his handwritten journal (printed in Archivio Storico per le Province Napoletane 1885 under the title Diario Napolitano dal 1700 al 1709, ed. G. De Blasiis) the anonymous Author notes that another quake was felt in Naples and describes the collective rites of repentence performed by the people_;_Italian_;__;__;_http://www.storiapatrianapoli.it/it/156/edizione-digitale/show/589/archivio-storico-per-le-province-napoletane_;__;_[fasc. 2, p. 229]: «in questo giorno è stato terremoto ad hora 18, giorno di Venerdì. Il che in detto giorno altro non se faceva che processioni, vedendosi le figliole e i figlioli scalzi e scapillati con Crocifisso sopra le spalle e con corone di spine ai loro capi. Così fecero gli homini confrati e sacerdoti, tutti vestiti di penitenza, dicenno litanie per le strate, tutti concorrendo nella chiesa del Vescovato, che là ve stava la santa missione, piangendo tutti assieme con il Popolo, che andavano a cercare misericordia delli loro errori et a implorale S. D. M. a liberare da tale gastico. Così per molti giorni seguitorno tutti li monasterij di monaci e di congregationi, da detto giorno sino li 14 del detto mese seguitanno a fare dette processioni, così devote che altro non se vedeva per le strade che predicare e piangere.»_
_M-1703-CI-04D0_;_1703 Central Italy Earthquake_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manuscripts, _;_Unknown_;__;_1703-03-14_;_Naples_;__;__;_In his handwritten journal (printed in Archivio Storico per le Province Napoletane 1885 under the title Diario Napolitano dal 1700 al 1709, ed. G. De Blasiis) the anonymous Author summarizes the information gathered on the quakes occurred in January and February in Central Italy_;_Italian_;__;__;_http://www.storiapatrianapoli.it/it/156/edizione-digitale/show/589/archivio-storico-per-le-province-napoletane_;__;_[fasc. 2, pp. 231-232]: «Per li terremoti successi nelli due mesi di gennaio e febbraio ne sono ricapitate alcune notizie del danno fatto nella Romagna e nel Regno di Napoli. Onde nella città di Norcia et Aquila, quale nel primo terramoto de’14 era stato di molta offesa nelle fabbriche, quantunque non ci fosse perito niuna persona, gli habitatori però di quella spaventati delli danni che vedevano cagionati nelle fabriche, et ancora dall’altri terremoti che alla giornata replicavano, habitavano quasi tutti nelle campagne. Che poi li 2 febbraio giorno della ss. Purificazione, mezzora prima di mezzogiorno un altro terremoto, come di sopra se disse, che fu così forte che fu molto più spaventevole del primo, onde fè cascare quasi tutta la suddetta città, e quelle poche case che vi sono restate minacciano imminente rovina. Delli morti ne perirno dal numero 240, e 150 feriti con assistenza di alcuni religiosi e sacerdoti. Sarebbe stato minor il numero di quelli infelici, poiché erano quasi tutti in salvo nelle campagne, se non fussero in quel giorno ritornati quasi tutti nella città per raddoppiare in quella festa così solenne le loro devotioni. Di modo che ritrovandosi le chiese piene di devoti cristiani restorno tutti sepolti nelle loro rovine, spetialmente nella chiesa di s. Domenico, nella quale se celebrava la festa corrente della Purificatione, che vi si faceva la Comunione generale. Nella quale né morirono da 800 persone, tra quali si è dissotterrato il sacerdote che porgeva il pane Angelico a' fedeli, et nella pissita che egli haveva in mano si sono trovate in tutto 200 particole della sagra Eucarestia. Li padri francescani che se li trovavano in quel tempo nel refettorio tutti ristorno seppelliti nelle pietre, il palazzo della regia udienza e distrutto ha fatto, quantunque vi è stata usata tanta diligenza per fare scavare i poveri cristiani da sotto le pietre, non si è potuto far di meno che non vi siano restate da molte persone vive sotto le pietre, senza essersi potute dissotterrare.»_
_M-1703-CI-04D1_;_1703 Central Italy Earthquake_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manuscripts, _;_Unknown_;__;_1703-03_;_Naples_;__;__;_In his handwritten journal (printed in Archivio Storico per le Province Napoletane 1885 under the title Diario Napolitano dal 1700 al 1709, ed. G. De Blasiis) the anonymous Author provides some detailed data on victims and damages in L'Aquila and Norcia_;_Italian_;__;__;_http://www.storiapatrianapoli.it/it/156/edizione-digitale/show/589/archivio-storico-per-le-province-napoletane_;__;_[fasc. 2, pp. 233-234]: «Nella città di Norcia, dopo il terremoto del 14 gennaio, se ne senti un’altra ancora il di 25 detto che rovesciò a terra tutte le mura che erano nel primo restate in piedi, laonde quelle povere genti erano costrette ad andare per le campagne, e morirsi o per il freddo o per la fame, nella quale né perirno da circa 1700 persone. Che in tutto li sudetti morti a scendono al n.º di sei mila seicento settantasei n.º 6676.»_
_M-1703-CI-04D2_;_1703 Central Italy Earthquake_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manuscripts, _;_Unknown_;__;_1703-04-21_;_Naples_;__;__;_In his handwritten journal (printed in Archivio Storico per le Province Napoletane 1885 under the title Diario Napolitano dal 1700 al 1709, ed. G. De Blasiis) the anonymous Author notes that, in order to preserve Naples from the erthquake that has affected Central Italy, the City Council has appointed Our Lady of the Seven Sorrows as Patron Sait of the City_;_Italian_;__;__;_http://www.storiapatrianapoli.it/it/156/edizione-digitale/show/589/archivio-storico-per-le-province-napoletane_;__;_[fasc. 2, p. 235]: «Li 21 detto. Questi signori Eletti della Città e nobiltà di essa per li passati tremuoti hanno pigliato in protezzione della Città la Beatissima Vergine delli sette dolori, onde questo giorno di venerdì hanno fatto una processione con tutta la nobiltà, tutti i vestiti di negro, con le 4 religioni e Cappuccini, e li medesimi padri di detta religione di s. Maria di ogni bene, de’ servi di Dio sotto il Monte di s. Martino, uscendo da s. Lorenzo, calanno per il vico detto delli mpisi, per s. Domenico, avanti la guglia di detta chiesa un ricco altare, così avanti la chiesa di s. Chiara, et il simile avanti la chiesa del Gesù nuovo, per la Carità et avanti la chiesa di s. Nicola un altro altare, che poi saglienno per l’imbrecciata di Monte Calvario terminò nella sua chiesa, con assistenza dell’eccellentissimo signor Viceré, appresso di lui tutti i regi ministri vestiti anco di negro con gran concorso di numeroso popolo»_
_M-1707-VE-04D3_;_1707 Vesuvius Eruption_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manuscripts, _;_Unknown_;__;_1707-07-27_;_Naples_;__;__;_In his handwritten journal (printed in Archivio Storico per le Province Napoletane 1885 under the title Diario Napolitano dal 1700 al 1709, ed. G. De Blasiis) the anonymous Author reports the Vesuvius eruption of the previous week and connects it to the recent conquest of the Kingdom by the Habsburg Army_;_Italian_;__;__;_http://www.storiapatrianapoli.it/it/156/edizione-digitale/show/589/archivio-storico-per-le-province-napoletane_;__;_[fasc. 4]: Questo Monte Vesuvio la settimana passata pareva anche esso festeggiasse le nostre allegrezze, mentre da più giorni gettando fuoco e gran copia di bitume, e infocate pietre, continuando con spessi tuoni saette... facenno molto danno nella Terra d'Ottaiano, che uccise tre huomini tanto furono le pietre che caddero sopra detta terra e huomini_
_M-1707-VE-04D4_;_1707 Vesuvius Eruption_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manuscripts, _;_Unknown_;__;_1707-08-02_;_Naples_;__;__;_In his handwritten journal (printed in Archivio Storico per le Province Napoletane 1885 under the title Diario Napolitano dal 1700 al 1709, ed. G. De Blasiis) the anonymous Author accounts for a new phase of the Vesuvius eruption, that spreads fear among the Neapolitan populace and triggers processions and prayers_;_Italian_;__;__;_http://www.storiapatrianapoli.it/it/156/edizione-digitale/show/589/archivio-storico-per-le-province-napoletane_;__;_[fasc. 4, p. 295]: «martedì 2 agosto 1707, la mattina si trovò l’aria oscurata per la tanta cenere che vomitava la montagna di Somma, a poco a poco oscurandosi il cielo. Del che S. Eminenza subito ordinò in quel giorno stesso con il clero secolare e claustrale di portare in solenne processione alla vista di detto monte Vesuvio, avanti s. Caterina a Formello presso porta Capoana, la s. testa del glorioso nostro protettore San Gennaro. Et nell’uscita che fece la s. testa di detto glorioso Santo dal Vescovato in un subito si vidde l’aria oscurata come se fosse stato un’ora o due della notte, e questo fu l'ora venti e mezzo del giorno, se non che subito si fecero lumi per le finestre, intervenendo S. E. appresso detta processione, seguenno per San Lorenzo, calando per San Biagio dei Librai, per Forcella avanti la chiesa dell’Annunziata, giunse a luogo destinato avanti e se Caterina a Formiello, dove ne stava un ricco altare per tale effetto. La si posò La testa del glorioso Santo et facendosi orazione dal Cardinale Pignatelli, facendosi precetto verso la montagna, quale in un subito vomitò gran tuoni e saette parendo che allora voleva sobissare questa Città, con gran gridi e pianti di tutto quel popolo che era concorso sempre gridando misericordia misericordia. Che poi andandosene la processione si levò un poco di vento et incominciò un poco a cessare di piovere la suddetta cenere, et il strepito di detto Monte. Li padri Carmelitani subito scoprirono l’imagine del glorioso Crocifisso dove vi concorse gran popolo piangendo e gridando tutti misericordia, che erano le 22 ore e pareva mezzanotte, credendosi da tutti che in momenti già subissassero. onde il figlio cercava la benedizione al padre, la madre il figlio, così amici et inimici si cercavano perdono l'uno con gli altri, stando tutta quella notte con pianti per le chiese, si confessava dappertutto, di modochè verso le 4 ore di notte si cominciò a vedere alcune stelle nel Cielo, che la mattina poi si trovò l'aria serena senza piovere cenere nè pietre, ma solo buttava un poco di fumo senza danno. Così ogni persona ringraziava sua divina Maestà et s. Gennaro glorioso di tal gratia ricevuta, per questo si incominciorno per 3 sere in tutta la Città a fare feste di lumi per le finestre e balconi, così per le piazze con fuochi artificiali, et in dette sere tutte le botteche apparate sino le 4 ore della notte con l’immagine del glorioso s. Gennaro, e per le piazze della città molti toselli di detto s. che pareva di notte un giorno chiaro. Et in detti tre giorni non si vedeva altro che processioni di figlioli e figliole andando al Vescovato cantando litanie, scalzi con corone di spine al capo, alcuni con croce, e pietre pesanti nella loro persona in ringraziamento a Dio Benedetto di tal gratia ricevuta per intercessione del glorioso San Gennaro nostro protettore, così continuando sino alli nove giorni, che dopo si diede la benedizione in detta chiesa del Vescovato al popolo»._
_M-1726-PA-04D5_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Di Napoli e Barresi, Federico_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-01_;_Palermo_;_1726-09-05_;_Messina_;_Report about the damage caused by the earthquake_;_Spanish_;__;__;__;__;__
_M-1726-PA-04D6_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Cavallari, Francesco_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-02_;_Palermo_;_1726-09-05_;_Messina_;_Report about the damage caused by the earthquake_;_Italian_;__;_1693 Eastern Sicily Earthquake_;__;__;__
_M-1726-PA-04D7_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Prince of Resuttano_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-02_;_Palermo_;__;_Messina_;_Report about the damage caused by the earthquake_;_Italian_;__;__;__;__;__
_M-1726-PA-04D8_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Deputy of the Kingdom_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-03_;_Palermo_;_1726-09-10_;_Messina_;_Report about the damage caused by the earthquake_;_Italian_;__;__;__;__;__
_M-1726-PA-04D9_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Gasch, Giuseppe_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-03_;_Palermo_;__;_Messina_;_Letter about the damage caused by the earthquake and the need to suspend theatrical comedies_;_Italian_;__;__;__;__;__
_M-1726-PA-04DA_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Prince of Resuttano_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-03_;_Palermo_;_1726-09-10_;_Messina_;_Report about the first measures taken after the earthquake_;_Italian_;__;__;__;__;__
_M-1726-PA-04DB_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Prince of Niscemi_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-03_;_Palermo_;_1726-09-10_;_Messina_;_Letter about the maintenance of public order after the earthquake_;_Italian_;__;__;__;__;__
_M-1726-PA-04DC_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Deputation of the Kingdom_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-05_;_Palermo_;__;_Messina_;_Letter about the damage caused by the earthquake and supplication in order that the viceroy could return to the city of Palermo_;_Italian_;__;_1693 Eastern Sicily Earthquake_;__;__;__
_M-1726-PA-04DD_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Tribunale del Real Patrimonio, Memoriali, 2417_;_Senato of Trapani_;_Tribunal of Real Patrimonio_;_1726-09-05_;_Trapani_;__;_Palermo_;_Proposal to send relief to the city hit by the earthquake_;_Italian_;__;__;__;__;__
_M-1726-PA-04DE_;_1726 Palermo Earthquake_;_Archivio storico Comunale di Palermo, Consulte del Senato, 1284/40, ff. 42-43_;_Senato of Palermo_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-05_;_Palermo_;__;_Messina_;_Report about the measures implemented to face the earthquake_;_Italian_;__;__;__;__;__
_M-1726-PA-04DF_;_1726 Palermo Earthquake_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 183_;_Cadena e Natoli, Francisco_;_Fernández de Portocarrero y Mendoza, Francisco_;_1726-09-06_;_Palermo_;_1726-09-13_;_Messina_;_Requesting letter fot the replacement of the master of the chapel Pedro Puzzolo unabled to continue his functions due to injuries sustained in the earthquake_;_Spanish_;__;__;__;__;__
